Generation,Mean_Fit,Master_Fit,Max_Fit,Flips,Flip_Rate,Threshold,Time
1329,-383.4,-415.0,-31.7,82,4.92,19.6,7.67
1330,-372.6,-219.4,-41.6,84,5.04,19.6,3.58
1331,-388.3,-587.4,-23.6,69,4.14,19.4,4.16
1332,-373.5,-232.6,-49.0,89,5.34,19.5,7.59
1333,-371.4,-339.8,-17.1,81,4.86,19.5,3.73
1334,-384.1,-332.6,-16.1,78,4.68,19.4,4.08
1335,-377.9,-300.0,-22.9,79,4.74,19.4,3.94
1336,-379.0,-251.7,-63.2,87,5.22,19.4,10.35
1337,-379.6,-239.2,-81.5,80,4.80,19.4,4.01
1338,-371.5,-219.5,-24.2,95,5.70,19.5,4.06
1339,-377.7,-253.3,-32.5,86,5.16,19.5,3.89
1340,-382.6,-248.8,-18.2,82,4.92,19.5,4.20
1341,-374.3,-451.0,-29.3,85,5.10,19.5,8.62
1342,-376.2,-250.0,-21.8,97,5.82,19.7,5.57
1343,-369.5,-222.1,-59.2,58,3.48,19.4,3.78
1344,-379.5,-245.5,-20.0,92,5.52,19.5,4.17
1345,-396.0,-1008.7,-133.3,94,5.64,19.6,3.64
1346,-388.6,-560.4,-12.5,76,4.56,19.5,7.25
1347,-377.0,-289.9,-29.7,79,4.74,19.5,8.70
1348,-383.7,-262.4,-107.1,85,5.10,19.5,6.97
1349,-389.9,-648.6,-15.9,88,5.28,19.6,4.12
1350,-375.0,-301.7,-138.0,75,4.50,19.5,5.20
1351,-389.3,-295.2,-123.3,96,5.76,19.6,10.17
1352,-391.4,-658.6,-26.5,92,5.52,19.7,5.20
1353,-366.9,-584.7,-68.3,73,4.38,19.6,4.26
1354,-380.6,-256.7,-32.8,64,3.84,19.4,3.81
1355,-384.3,-422.6,-22.0,94,5.64,19.5,4.29
1356,-378.3,-626.1,-59.5,88,5.28,19.5,4.02
1357,-376.3,-268.7,-41.8,86,5.16,19.6,3.68
1358,-395.7,-235.4,-18.5,88,5.28,19.6,3.55
1359,-373.2,-308.7,-77.8,85,5.10,19.6,4.07
1360,-378.7,-282.2,-140.7,92,5.52,19.7,3.75
1361,-377.8,-176.4,-130.2,78,4.68,19.7,4.75
1362,-366.4,-179.3,-20.1,78,4.68,19.6,4.63
1363,-390.4,-720.2,-133.7,82,4.92,19.6,4.04
1364,-381.9,-318.3,-163.2,90,5.40,19.7,3.74
1365,-400.8,-257.9,-8.7,87,5.22,19.7,4.50
1366,-380.9,-227.0,-21.2,80,4.80,19.7,4.20
1367,-375.4,-192.2,-24.4,91,5.46,19.8,4.23
1368,-364.2,-360.0,-22.5,84,5.04,19.8,4.92
1369,-362.1,-424.3,-16.2,86,5.16,19.8,4.01
1370,-377.7,-511.8,-21.6,66,3.96,19.6,4.61
1371,-387.4,-598.4,-71.5,95,5.70,19.7,4.76
1372,-388.1,-220.8,-67.0,71,4.26,19.6,6.57
1373,-380.5,-486.8,-65.8,81,4.86,19.6,3.85
1374,-370.3,-753.5,-15.8,74,4.44,19.4,3.59
1375,-380.8,-235.3,-66.7,83,4.98,19.4,3.94
1376,-409.1,-249.0,-15.6,69,4.14,19.3,5.91
1377,-376.5,-559.7,-51.0,83,4.98,19.3,4.07
1378,-372.8,-261.3,-61.9,69,4.14,19.1,4.37
1379,-374.0,-285.6,-23.3,87,5.22,19.1,4.00
1380,-360.5,-427.9,-25.9,70,4.20,19.0,4.49
1381,-377.5,-255.7,-74.7,85,5.10,19.0,3.53
1382,-383.0,-318.0,-53.8,84,5.04,19.0,3.81
1383,-376.9,-247.0,-20.9,88,5.28,19.1,3.78
1384,-369.9,-234.0,-22.9,100,6.00,19.3,4.75
1385,-381.6,-176.4,-148.0,86,5.16,19.3,3.96
1386,-371.0,-291.8,-59.2,78,4.68,19.2,8.30
1387,-371.4,-368.2,-62.9,77,4.62,19.2,4.00
1388,-378.8,-414.7,-45.5,67,4.02,19.0,3.95
1389,-382.9,-245.9,-11.2,88,5.28,19.0,9.44
1390,-375.5,-688.2,-99.4,110,6.59,19.3,4.47
1391,-390.6,-331.2,-25.3,85,5.10,19.3,4.06
1392,-373.7,-274.0,-116.9,89,5.34,19.4,4.09
1393,-366.6,-234.0,-21.2,82,4.92,19.4,6.08
1394,-365.0,-278.2,-85.9,85,5.10,19.4,4.39
1395,-351.3,-254.5,-17.9,86,5.16,19.4,5.68
1396,-369.5,-492.9,-58.9,91,5.46,19.5,3.76
1397,-371.2,-251.7,-29.3,89,5.34,19.6,4.14
1398,-375.9,-202.7,-19.9,103,6.18,19.8,4.11
1399,-367.8,-332.7,-26.8,65,3.90,19.6,4.11
1400,-364.7,-170.2,-7.8,95,5.70,19.7,4.48
1401,-386.6,-592.9,-70.1,74,4.44,19.6,4.21
1402,-376.7,-330.6,-26.6,69,4.14,19.5,6.30
1403,-380.5,-266.5,-55.0,85,5.10,19.5,3.74
1404,-376.2,-275.8,-42.5,102,6.12,19.7,3.72
1405,-376.4,-805.4,-15.0,92,5.52,19.8,3.78
1406,-398.2,-335.6,-22.3,78,4.68,19.7,3.59
1407,-389.3,-537.9,-17.9,92,5.52,19.8,6.20
1408,-381.0,-234.0,-42.6,78,4.68,19.8,4.19
1409,-382.8,-729.9,-40.5,86,5.16,19.8,3.69
1410,-364.3,-236.6,-70.7,69,4.14,19.6,5.80
1411,-365.8,-584.0,-23.6,87,5.22,19.7,4.06
1412,-371.6,-216.8,-32.4,90,5.40,19.7,4.34
1413,-380.1,-385.8,-75.0,79,4.74,19.7,4.39
1414,-376.4,-653.5,-41.1,78,4.68,19.6,4.42
1415,-380.8,-315.7,-20.5,82,4.92,19.6,3.85
1416,-374.3,-273.5,-37.5,94,5.64,19.7,4.02
1417,-378.8,-301.1,-84.8,70,4.20,19.6,3.75
1418,-363.7,-236.7,-80.3,74,4.44,19.5,3.91
1419,-362.8,-297.6,-43.1,73,4.38,19.3,3.93
1420,-372.4,-219.0,-42.1,77,4.62,19.3,4.92
1421,-372.0,-378.6,-60.1,76,4.56,19.2,3.98
1422,-375.6,-321.1,-19.6,88,5.28,19.2,5.97
1423,-373.9,-541.3,-53.2,91,5.46,19.3,4.10
1424,-353.1,-402.6,-62.8,82,4.92,19.3,3.52
1425,-360.3,-274.4,-33.3,84,5.04,19.3,4.63
1426,-365.6,-627.5,-62.5,75,4.50,19.2,3.78
1427,-360.3,-265.0,-53.3,89,5.34,19.3,4.50
1428,-375.5,-288.9,-42.3,88,5.28,19.3,6.58
1429,-372.2,-384.7,-81.2,92,5.52,19.4,4.59
1430,-375.2,-356.5,-32.1,98,5.88,19.6,5.77
1431,-382.7,-581.7,-15.1,92,5.52,19.7,4.20
1432,-384.5,-259.2,-33.6,76,4.56,19.6,9.35
1433,-363.5,-290.8,-20.9,76,4.56,19.5,8.25
1434,-361.9,-405.4,-43.2,86,5.16,19.6,4.46
1435,-379.5,-273.3,-138.7,87,5.22,19.6,3.66
1436,-374.7,-237.6,-31.0,70,4.20,19.5,5.13
1437,-372.1,-397.7,-25.1,76,4.56,19.4,4.22
1438,-362.0,-312.0,-74.5,91,5.46,19.5,4.71
1439,-363.3,-239.1,-2.0,75,4.50,19.4,4.85
1440,-372.6,-258.2,-27.6,75,4.50,19.3,6.50
1441,-352.7,-317.2,-48.5,97,5.82,19.4,5.98
1442,-365.2,-610.6,-60.1,76,4.56,19.3,5.12
1443,-366.5,-210.0,-124.0,88,5.28,19.4,3.70
1444,-370.6,-321.1,-16.4,76,4.56,19.3,5.07
1445,-371.6,-261.1,-45.1,85,5.10,19.3,4.94
1446,-355.8,-259.0,-156.3,98,5.88,19.5,5.09
1447,-357.5,-238.5,17.1,91,5.46,19.6,4.65
1448,-380.6,-529.2,-77.2,74,4.44,19.5,5.58
1449,-362.4,-291.4,-75.1,68,4.08,19.3,4.49
1450,-371.2,-689.4,-25.7,97,5.82,19.4,4.82
1451,-375.0,-533.1,-43.6,90,5.40,19.5,5.86
1452,-387.9,-269.1,-163.5,78,4.68,19.5,4.86
1453,-368.1,-1109.2,-84.2,74,4.44,19.3,4.40
1454,-361.9,-447.5,-27.0,84,5.04,19.4,7.88
1455,-362.7,-301.8,-57.1,83,4.98,19.3,3.71
1456,-357.6,-533.8,-75.1,77,4.62,19.3,5.81
1457,-365.2,-672.6,-15.9,72,4.32,19.1,4.53
1458,-352.3,-172.8,-59.3,86,5.16,19.2,4.01
1459,-381.0,-201.5,-25.3,93,5.58,19.3,5.91
1460,-362.9,-243.7,-24.1,86,5.16,19.3,5.84
1461,-364.3,-211.8,-35.1,83,4.98,19.3,4.87
1462,-362.6,-631.3,-85.3,91,5.46,19.4,4.64
1463,-353.3,-472.3,-91.5,98,5.88,19.6,5.63
1464,-364.3,-685.9,-38.8,91,5.46,19.7,4.39
1465,-366.3,-571.9,-136.4,85,5.10,19.7,4.69
1466,-373.0,-254.1,-50.3,65,3.90,19.5,4.32
1467,-371.4,-296.4,-63.3,95,5.70,19.6,3.93
1468,-364.5,-466.5,-32.6,76,4.56,19.5,8.84
1469,-374.5,-818.9,-39.4,77,4.62,19.4,4.08
1470,-372.4,-582.2,-19.4,74,4.44,19.3,3.90
1471,-383.6,-295.6,-14.9,74,4.44,19.2,6.14
1472,-373.7,-271.9,-10.5,92,5.52,19.3,4.68
1473,-360.5,-239.0,-29.2,84,5.04,19.3,3.98
1474,-385.8,-186.3,-41.6,94,5.64,19.4,3.90
1475,-377.9,-301.3,-77.6,73,4.38,19.3,4.11
1476,-381.2,-545.9,-35.8,78,4.68,19.3,9.40
1477,-367.4,-640.9,-26.5,86,5.16,19.3,6.74
1478,-362.4,-602.4,-24.4,76,4.56,19.2,3.70
1479,-374.8,-485.8,-48.9,89,5.34,19.3,4.53
1480,-360.3,-148.2,-55.9,82,4.92,19.2,3.71
1481,-383.9,-498.1,-57.6,85,5.10,19.3,4.68
1482,-378.5,-307.8,-3.9,98,5.88,19.4,5.87
1483,-384.1,-698.7,-80.8,70,4.20,19.3,3.98
1484,-368.7,-378.5,-43.7,93,5.58,19.4,3.94
1485,-377.8,-347.5,-28.1,81,4.86,19.4,5.85
1486,-361.1,-328.8,-35.9,94,5.64,19.5,3.89
1487,-376.3,-397.4,-23.5,96,5.76,19.6,9.51
1488,-369.8,-229.1,6.5,93,5.58,19.7,3.78
1489,-378.6,-274.2,-91.3,69,4.14,19.6,3.75
1490,-358.3,-648.9,15.9,72,4.32,19.4,3.72
1491,-374.0,-402.5,-133.9,89,5.34,19.5,5.76
1492,-359.1,-391.2,-64.3,82,4.92,19.5,3.55
1493,-366.4,-285.1,-42.3,92,5.52,19.6,4.66
1494,-361.4,-398.5,-41.6,91,5.46,19.7,5.70
1495,-368.6,-451.3,-18.8,70,4.20,19.5,5.93
1496,-368.4,-414.3,-22.6,95,5.70,19.7,3.76
1497,-360.2,-422.2,-37.0,88,5.28,19.7,6.00
1498,-368.9,-368.5,-27.5,73,4.38,19.6,3.68
1499,-372.2,-237.2,-19.5,100,6.00,19.8,3.90
1500,-355.7,-609.5,-33.8,79,4.74,19.7,3.91
1501,-383.5,-246.4,-29.2,78,4.68,19.7,5.59
1502,-363.0,-272.7,-40.1,82,4.92,19.7,3.80
1503,-372.4,-575.1,-55.5,82,4.92,19.6,7.21
1504,-364.6,-539.1,-21.7,75,4.50,19.5,6.04
1505,-363.8,-182.5,-21.6,88,5.28,19.6,3.78
1506,-369.0,-260.5,-35.9,76,4.56,19.5,3.79
1507,-364.0,-385.8,-118.5,81,4.86,19.5,3.91
1508,-376.1,-327.6,-36.5,95,5.70,19.6,3.97
1509,-379.0,-291.4,-56.1,83,4.98,19.6,6.46
1510,-373.6,-575.4,-64.3,81,4.86,19.6,3.80
1511,-375.5,-395.7,-12.7,78,4.68,19.5,5.24
1512,-360.8,-273.8,-76.2,94,5.64,19.6,4.35
1513,-368.3,-291.7,-46.0,73,4.38,19.5,3.84
1514,-383.2,-323.2,-42.4,94,5.64,19.6,3.88
1515,-374.6,-783.3,-72.4,83,4.98,19.6,3.87
1516,-367.3,-338.8,-39.2,92,5.52,19.7,4.11
1517,-373.9,-299.4,-67.8,78,4.68,19.7,3.91
1518,-366.1,-346.5,-25.4,90,5.40,19.7,6.99
1519,-368.6,-245.8,-69.2,94,5.64,19.9,6.71
1520,-362.4,-327.9,-23.5,72,4.32,19.7,4.00
1521,-357.2,-142.6,-33.8,99,5.94,19.9,4.18
1522,-377.9,-348.0,-100.4,69,4.14,19.8,3.81
1523,-368.5,-296.9,-48.8,78,4.68,19.7,4.10
1524,-385.4,-633.5,-22.6,83,4.98,19.7,3.73
1525,-358.5,-221.1,-52.7,87,5.22,19.7,3.98
1526,-370.1,-314.9,-19.6,66,3.96,19.5,4.99
1527,-355.7,-283.8,-28.1,85,5.10,19.5,4.63
1528,-365.3,-202.7,-66.9,87,5.22,19.6,3.57
1529,-369.4,-291.1,-40.5,89,5.34,19.6,7.03
1530,-373.8,-375.9,-54.3,80,4.80,19.6,5.28
1531,-360.3,-314.7,-20.0,78,4.68,19.5,10.33
1532,-371.6,-149.6,-61.4,71,4.26,19.4,5.54
1533,-363.5,-548.2,-24.8,105,6.29,19.6,3.92
1534,-364.2,-341.0,-68.4,90,5.40,19.7,7.02
1535,-392.0,-336.0,-146.7,65,3.90,19.5,4.86
1536,-383.7,-295.3,-17.0,78,4.68,19.4,4.15
1537,-367.1,-401.2,-37.9,88,5.28,19.5,5.68
1538,-362.1,-1021.9,-78.3,73,4.38,19.4,4.06
1539,-369.9,-310.1,-36.1,77,4.62,19.3,4.10
1540,-350.1,-268.6,-16.5,89,5.34,19.4,5.62
1541,-369.2,-304.8,-67.5,86,5.16,19.4,5.74
1542,-373.8,-405.9,-32.0,90,5.40,19.5,5.28
1543,-367.7,-374.1,-62.6,79,4.74,19.4,4.53
1544,-370.6,-315.1,-32.5,89,5.34,19.5,3.65
1545,-360.3,-137.4,-62.0,82,4.92,19.5,4.58
1546,-367.2,-239.4,-11.9,75,4.50,19.4,4.42
1547,-361.3,-548.8,-18.2,84,5.04,19.4,4.23
1548,-364.6,-259.3,10.1,94,5.64,19.5,6.54
1549,-356.0,-403.5,-63.8,90,5.40,19.6,5.85
1550,-379.8,-260.3,-18.4,69,4.14,19.4,6.29
1551,-356.5,-593.6,-18.4,94,5.64,19.5,4.45
1552,-375.0,-315.5,-17.4,105,6.29,19.8,4.74
1553,-369.4,-713.2,-70.4,77,4.62,19.7,6.50
1554,-360.0,-394.8,-79.4,79,4.74,19.7,4.48
1555,-369.1,-300.1,-125.5,93,5.58,19.8,7.34
1556,-363.6,-202.4,-28.6,92,5.52,19.9,5.01
1557,-356.9,-308.1,-107.7,74,4.44,19.8,4.18
1558,-377.4,-256.2,-88.3,75,4.50,19.7,4.38
1559,-368.8,-57.3,-53.2,89,5.34,19.7,4.47
1560,-365.1,-320.2,20.3,100,6.00,19.9,3.76
1561,-373.3,-220.9,-105.1,95,5.70,20.1,6.11
1562,-359.4,-203.6,-24.0,83,4.98,20.1,3.80
1563,-361.5,-225.8,-6.8,74,4.44,19.9,4.19
1564,-374.4,-283.5,-29.8,89,5.34,20.0,3.67
1565,-374.0,-299.4,-148.8,66,3.96,19.8,4.14
1566,-374.3,-295.3,-57.5,84,5.04,19.8,5.81
1567,-356.9,-556.4,-56.5,95,5.70,20.0,6.54
1568,-361.8,-788.9,-27.3,79,4.74,19.9,4.80
1569,-360.0,-258.8,-66.8,81,4.86,19.9,5.70
1570,-365.2,-359.3,-30.4,85,5.10,19.9,4.49
1571,-376.2,-304.2,-27.9,81,4.86,19.9,6.68
1572,-355.7,-293.5,-61.2,83,4.98,19.9,3.78
1573,-364.5,-310.0,-14.6,87,5.22,19.9,4.34
1574,-371.1,-319.3,-12.0,83,4.98,19.9,4.70
1575,-365.6,-906.2,-24.5,107,6.41,20.2,3.65
1576,-376.5,-728.4,-28.4,76,4.56,20.1,5.20
1577,-366.2,-253.4,-23.3,89,5.34,20.2,6.37
1578,-388.1,-492.8,-53.8,66,3.96,19.9,6.26
1579,-368.9,-271.3,-22.1,78,4.68,19.9,5.01
1580,-358.9,-634.6,-110.6,103,6.18,20.1,6.11
1581,-357.5,-370.1,-82.4,76,4.56,20.0,4.95
1582,-367.4,-604.2,-77.7,103,6.18,20.3,3.84
1583,-372.4,-289.3,-30.9,65,3.90,20.0,6.39
1584,-375.3,-595.7,-49.1,78,4.68,20.0,4.31
1585,-367.0,-268.2,-15.5,73,4.38,19.8,5.56
1586,-371.3,-331.9,-29.2,81,4.86,19.8,5.41
1587,-365.4,-325.8,-7.3,71,4.26,19.7,3.81
1588,-369.4,-230.7,-17.8,96,5.76,19.8,9.58
1589,-368.1,-632.2,-55.5,98,5.88,20.0,5.52
1590,-370.8,-401.3,-28.9,76,4.56,19.9,4.86
1591,-367.3,-369.8,-9.4,74,4.44,19.8,3.64
1592,-363.3,-504.9,-33.0,94,5.64,19.9,4.58
1593,-381.9,-230.5,-16.4,73,4.38,19.8,3.80
1594,-379.5,-308.1,-22.7,79,4.74,19.7,4.84
1595,-369.6,-206.2,-48.7,67,4.02,19.5,5.14
1596,-381.1,-293.6,-45.4,70,4.20,19.4,4.21
1597,-371.1,-242.6,-89.3,98,5.88,19.6,6.85
1598,-379.6,-269.5,-35.8,90,5.40,19.6,4.70
1599,-365.6,-239.1,-50.1,78,4.68,19.6,5.60
1600,-363.6,-183.3,-25.5,80,4.80,19.5,4.11
1601,-366.7,-224.7,-47.3,93,5.58,19.6,4.22
1602,-382.8,-719.4,-48.5,80,4.80,19.6,5.43
1603,-382.8,-280.3,-165.6,94,5.64,19.7,4.22
1604,-383.6,-501.0,-102.4,71,4.26,19.6,4.08
1605,-385.4,-442.4,-88.0,85,5.10,19.6,5.21
1606,-384.6,-713.7,-57.6,82,4.92,19.6,4.13
1607,-360.5,-452.3,-97.0,74,4.44,19.5,4.87
1608,-385.6,-407.9,-21.1,98,5.88,19.6,5.30
1609,-384.2,-307.7,-12.8,88,5.28,19.7,6.00
1610,-378.5,-480.9,-73.7,85,5.10,19.7,6.62
1611,-373.2,-637.5,16.5,80,4.80,19.7,10.40
1612,-378.0,-181.7,-9.4,95,5.70,19.8,3.72
1613,-382.7,-552.2,-91.3,81,4.86,19.8,6.85
1614,-372.7,-664.2,-39.6,108,6.47,20.1,9.66
1615,-370.6,-438.4,-69.4,82,4.92,20.1,4.97
1616,-364.0,-451.9,-61.4,81,4.86,20.0,5.23
1617,-366.2,-272.3,-14.5,84,5.04,20.0,4.63
1618,-354.6,-286.4,-18.0,88,5.28,20.1,3.72
1619,-372.2,-262.8,-73.7,85,5.10,20.1,5.30
1620,-377.1,-275.4,-7.8,90,5.40,20.2,6.44
1621,-366.8,-301.1,-98.0,79,4.74,20.1,5.12
1622,-366.6,-180.1,-61.9,81,4.86,20.1,4.15
1623,-370.9,-276.7,-79.6,91,5.46,20.2,7.30
1624,-383.9,-794.9,-11.8,76,4.56,20.1,4.03
1625,-377.3,-266.9,-27.9,91,5.46,20.2,5.02
1626,-379.4,-222.0,-57.4,69,4.14,20.0,4.24
1627,-360.6,-434.5,-95.7,79,4.74,20.0,4.48
1628,-373.4,-269.9,-92.9,82,4.92,20.0,6.78
1629,-357.7,-396.6,-15.7,99,5.94,20.1,3.56
1630,-391.7,-236.8,-74.5,81,4.86,20.1,6.82
1631,-369.7,-238.5,-44.5,78,4.68,20.1,6.83
1632,-370.3,-199.0,-24.1,67,4.02,19.9,5.70
1633,-351.5,-277.0,-34.2,99,5.94,20.0,5.06
1634,-373.2,-388.5,-136.9,80,4.80,20.0,4.79
1635,-373.1,-271.4,-14.1,77,4.62,19.9,4.25
1636,-391.9,-171.1,-84.5,87,5.22,20.0,7.31
1637,-366.5,-194.5,-63.6,61,3.66,19.7,5.13
1638,-365.0,-216.7,-50.5,90,5.40,19.8,6.97
1639,-367.9,-438.1,-59.1,82,4.92,19.8,3.86
1640,-352.0,-558.8,-78.7,74,4.44,19.6,6.82
1641,-378.2,-189.3,-19.5,72,4.32,19.5,3.96
1642,-358.5,-211.1,-112.5,74,4.44,19.4,5.05
1643,-365.3,-226.9,-141.1,90,5.40,19.5,3.60
1644,-378.6,-207.4,-114.6,91,5.46,19.6,4.86
1645,-382.7,-226.8,-146.0,94,5.64,19.7,4.40
1646,-368.3,-269.6,-106.7,89,5.34,19.8,6.66
1647,-348.2,-281.3,-57.4,86,5.16,19.8,4.72
1648,-380.9,-231.3,-123.4,77,4.62,19.7,4.60
1649,-366.8,-280.5,-119.9,80,4.80,19.7,6.76
1650,-371.3,-245.9,-80.9,90,5.40,19.8,6.79
1651,-380.1,-441.2,-13.9,88,5.28,19.8,5.68
1652,-371.2,-225.1,-93.3,84,5.04,19.8,4.03
1653,-372.1,-253.0,-36.0,91,5.46,19.9,3.62
1654,-350.9,-232.2,-11.0,71,4.26,19.8,5.13
1655,-340.4,-209.3,-52.1,84,5.04,19.8,6.54
1656,-338.9,-233.6,-121.3,80,4.80,19.7,4.30
1657,-347.6,-209.6,-19.2,80,4.80,19.7,4.39
1658,-357.0,-208.0,-148.4,75,4.50,19.6,4.10
1659,-361.4,-219.3,-11.1,83,4.98,19.6,7.16
1660,-370.3,-236.8,-29.9,81,4.86,19.6,5.71
1661,-385.8,-238.5,-29.5,90,5.40,19.6,8.40
1662,-371.4,-220.4,-18.8,68,4.08,19.4,3.95
1663,-363.1,-740.2,-134.0,99,5.94,19.6,4.04
1664,-370.8,-13.8,-13.8,70,4.20,19.5,6.00
1665,-359.3,-296.4,-91.8,93,5.58,19.6,3.67
1666,-375.5,-206.2,-18.8,88,5.28,19.6,6.27
1667,-380.7,-221.4,-25.7,93,5.58,19.8,4.36
1668,-367.5,-296.2,-77.1,88,5.28,19.8,3.66
1669,-346.2,-404.6,-3.1,87,5.22,19.8,4.49
1670,-387.0,-219.8,-23.5,91,5.46,19.9,5.49
1671,-382.1,-400.3,-55.1,69,4.14,19.8,5.99
1672,-366.9,-203.1,-36.0,81,4.86,19.7,4.93
1673,-366.6,-294.8,-21.2,80,4.80,19.7,5.80
1674,-346.7,-240.6,-46.6,95,5.70,19.8,3.59
1675,-353.0,-214.8,11.8,85,5.10,19.9,6.02
1676,-394.1,-784.0,-17.3,81,4.86,19.8,4.01
1677,-371.1,-255.8,-14.5,66,3.96,19.6,6.66
1678,-366.4,-526.6,-43.5,93,5.58,19.7,4.84
1679,-371.7,-421.1,-23.2,67,4.02,19.5,3.91
1680,-352.1,-234.3,-34.7,82,4.92,19.5,3.96
1681,-359.2,-251.0,-14.2,83,4.98,19.5,6.42
1682,-378.5,-175.6,-67.9,90,5.40,19.6,3.73
1683,-376.8,-258.2,-147.5,103,6.18,19.8,5.89
1684,-374.9,-466.5,-60.8,72,4.32,19.7,5.35
1685,-367.0,-319.8,-40.8,72,4.32,19.6,5.23
1686,-374.5,-222.9,-28.0,81,4.86,19.5,4.53
1687,-351.7,-217.0,-44.5,78,4.68,19.5,4.46
1688,-371.8,-276.3,-99.4,83,4.98,19.5,3.86
1689,-388.9,-218.7,-51.1,98,5.88,19.6,5.00
1690,-379.4,-460.8,-84.1,99,5.94,19.8,4.38
1691,-375.5,-305.2,-74.6,86,5.16,19.8,6.61
1692,-357.2,-201.5,-21.3,84,5.04,19.9,4.30
1693,-362.4,-224.5,-55.2,93,5.58,20.0,4.91
1694,-365.1,-697.2,-41.6,86,5.16,20.0,4.17
1695,-360.6,-229.2,-163.7,78,4.68,19.9,7.39
1696,-366.8,-245.0,-154.1,77,4.62,19.9,6.90
1697,-363.7,-403.2,-52.0,84,5.04,19.9,3.82
1698,-366.6,-291.0,-71.7,89,5.34,19.9,6.44
1699,-364.4,-235.9,-44.3,81,4.86,19.9,7.89
1700,-353.1,-251.5,-65.4,80,4.80,19.9,6.12
1701,-385.2,-249.8,-23.2,85,5.10,19.9,6.30
1702,-356.3,-197.8,-21.0,87,5.22,19.9,5.75
1703,-374.4,-273.6,-153.3,77,4.62,19.8,5.07
1704,-368.7,-235.8,-43.5,90,5.40,19.9,5.21
1705,-364.7,-669.6,-64.9,76,4.56,19.8,4.78
1706,-369.8,-221.6,-17.2,75,4.50,19.7,5.73
1707,-353.7,-302.3,-19.0,77,4.62,19.7,4.26
1708,-361.9,-231.0,-54.0,80,4.80,19.6,4.09
1709,-370.0,-250.1,-32.5,92,5.52,19.7,6.74
1710,-360.5,-444.6,-151.3,78,4.68,19.7,4.06
1711,-364.6,-238.3,-18.3,93,5.58,19.8,6.73
1712,-372.1,-301.8,-46.3,62,3.72,19.5,4.43
1713,-380.0,-662.5,-16.1,91,5.46,19.6,6.94
1714,-350.8,-214.2,-14.8,69,4.14,19.4,6.55
1715,-370.1,-218.5,-51.2,83,4.98,19.4,6.50
1716,-373.4,-217.1,-17.7,81,4.86,19.4,4.46
1717,-361.7,-726.6,-47.5,86,5.16,19.4,6.66
1718,-369.4,-238.7,-12.9,89,5.34,19.5,6.69
1719,-364.1,-595.7,-27.9,88,5.28,19.6,4.43
1720,-365.2,-258.1,-3.5,80,4.80,19.5,5.97
1721,-367.3,-215.1,-96.0,75,4.50,19.4,5.23
1722,-362.0,-220.6,-52.7,94,5.64,19.5,3.60
1723,-359.4,-584.0,-68.8,87,5.22,19.6,3.67
1724,-367.8,-265.7,-30.7,72,4.32,19.4,4.68
1725,-360.5,-192.4,17.1,85,5.10,19.5,4.38
1726,-365.6,-470.0,-6.3,90,5.40,19.5,4.95
1727,-378.7,-238.7,-45.4,94,5.64,19.7,4.15
1728,-378.6,-151.0,-80.1,70,4.20,19.5,4.20
1729,-355.1,-264.9,-25.7,107,6.41,19.8,5.96
1730,-355.3,-321.4,13.3,68,4.08,19.6,3.88
1731,-390.4,-183.0,-25.2,104,6.24,19.8,9.63
1732,-370.3,-473.2,-8.7,93,5.58,20.0,3.94
1733,-348.7,-644.5,-16.1,80,4.80,19.9,5.07
1734,-384.6,-211.0,-59.4,75,4.50,19.8,6.06
1735,-368.2,-484.4,-77.6,84,5.04,19.8,4.24
1736,-384.5,-587.3,-26.8,75,4.50,19.7,6.74
1737,-370.1,-233.3,-36.2,95,5.70,19.9,6.68
1738,-370.6,-456.4,-58.0,76,4.56,19.8,6.45
1739,-355.7,-754.7,-23.9,82,4.92,19.8,7.53
1740,-375.9,-393.8,-33.4,89,5.34,19.8,4.02
1741,-363.6,-216.8,-5.1,82,4.92,19.8,3.78
1742,-366.1,-273.8,-14.1,91,5.46,19.9,4.15
1743,-369.0,-310.4,-77.3,82,4.92,19.9,5.59
1744,-352.1,-233.1,-26.4,91,5.46,20.0,6.32
1745,-361.2,-680.5,-79.4,83,4.98,20.0,3.93
1746,-366.2,-438.8,-57.6,76,4.56,19.9,4.04
1747,-370.7,-275.9,-58.2,82,4.92,19.9,3.88
1748,-369.7,-491.4,-68.1,89,5.34,19.9,4.20
1749,-373.3,-213.9,-37.1,85,5.10,19.9,6.44
1750,-348.3,-218.8,-77.0,96,5.76,20.1,5.38
1751,-361.4,-452.1,-71.1,83,4.98,20.1,4.31
1752,-381.0,-573.3,-40.0,94,5.64,20.2,5.56
1753,-380.2,-410.6,-31.2,70,4.20,20.1,4.30
1754,-384.7,-190.7,-78.4,73,4.38,19.9,9.60
1755,-371.4,-415.5,-19.6,82,4.92,19.9,4.58
1756,-386.0,-336.8,-144.6,85,5.10,19.9,6.00
1757,-376.0,-415.8,-126.3,87,5.22,20.0,3.96
1758,-366.6,-508.4,-59.4,88,5.28,20.0,5.03
1759,-378.4,-295.8,-77.9,88,5.28,20.1,4.09
1760,-379.0,-217.2,-112.0,62,3.72,19.8,3.94
1761,-377.3,-275.2,-29.5,82,4.92,19.8,4.50
1762,-370.5,-302.8,-140.7,91,5.46,19.9,6.62
1763,-365.7,-431.8,-22.7,93,5.58,20.0,3.85
1764,-366.7,-600.2,-7.9,62,3.72,19.8,5.75
