Generation,Mean_Fit,Master_Fit,Max_Fit,Flips,Flip_Rate,Threshold,Time
440,-433.2,-543.3,-48.5,87,5.22,19.9,4.37
441,-441.4,-115.6,-50.0,86,5.16,19.9,4.35
442,-433.0,-683.9,-56.4,85,5.10,20.0,4.07
443,-445.7,-195.2,-95.6,80,4.80,19.9,5.59
444,-437.2,-325.2,-59.8,77,4.62,19.8,3.64
445,-451.2,-313.9,-90.7,78,4.68,19.8,4.23
446,-424.0,-214.3,-78.3,73,4.38,19.7,6.77
447,-425.7,-251.5,-56.5,73,4.38,19.5,6.77
448,-429.8,-351.0,5.5,109,6.53,19.8,4.32
449,-417.0,-105.5,-63.7,90,5.40,19.9,5.03
450,-420.3,-418.5,-46.2,76,4.56,19.8,5.71
451,-408.0,-146.4,50.1,90,5.40,19.9,7.51
452,-424.7,-236.5,-1.2,96,5.76,20.1,6.83
453,-413.8,-202.7,-62.5,88,5.28,20.1,7.93
454,-409.5,-235.5,-32.9,70,4.20,20.0,8.08
455,-422.3,-755.4,-89.0,93,5.58,20.1,7.07
456,-401.8,-744.1,-50.1,70,4.20,19.9,5.35
457,-404.6,-67.3,-35.3,85,5.10,19.9,5.63
458,-388.5,-291.5,-33.9,87,5.22,20.0,5.68
459,-387.6,-131.0,-59.1,92,5.52,20.1,4.54
460,-384.5,-320.0,-7.5,71,4.26,19.9,6.46
461,-379.7,-295.2,-50.5,100,6.00,20.1,5.86
462,-380.6,-329.1,-48.3,69,4.14,19.9,9.57
463,-397.3,-272.1,-48.7,95,5.70,20.1,5.50
464,-382.9,-340.5,-43.5,87,5.22,20.1,4.69
465,-372.3,-336.0,-36.4,77,4.62,20.1,5.67
466,-382.0,-338.5,-32.6,94,5.64,20.2,5.35
467,-390.1,-308.1,-8.8,79,4.74,20.1,5.39
468,-401.9,-302.8,-36.3,100,6.00,20.3,6.33
469,-394.1,-137.4,-20.6,82,4.92,20.3,4.95
470,-389.5,-305.6,-56.4,67,4.02,20.1,6.29
471,-386.0,-561.0,-18.2,104,6.24,20.4,5.27
472,-396.6,-205.6,-18.2,59,3.54,20.1,8.48
473,-382.6,-271.1,-41.8,97,5.82,20.2,5.57
474,-409.6,-264.4,-28.2,68,4.08,20.0,5.21
475,-409.5,-352.8,-25.2,74,4.44,19.9,5.10
476,-418.1,-763.7,-97.6,81,4.86,19.9,7.44
477,-432.7,-346.4,-27.2,78,4.68,19.8,7.15
478,-426.1,-601.6,-64.8,80,4.80,19.8,5.41
479,-454.4,-293.2,-77.2,94,5.64,19.9,5.82
480,-447.0,-329.2,-107.5,72,4.32,19.8,7.43
481,-460.4,-304.8,-75.3,99,5.94,20.0,9.75
482,-475.0,-269.5,-108.9,87,5.22,20.0,4.75
483,-479.7,-826.3,-107.6,86,5.16,20.0,7.40
484,-505.8,-211.7,-67.4,84,5.04,20.0,5.68
485,-525.9,-172.5,-87.7,84,5.04,20.1,4.77
486,-499.1,-393.4,-134.7,78,4.68,20.0,5.84
487,-524.5,-213.0,-101.2,83,4.98,20.0,4.34
488,-564.9,-291.9,-122.3,89,5.34,20.1,9.61
489,-565.5,-369.6,-109.6,87,5.22,20.1,9.70
490,-575.7,-963.6,34.2,63,3.78,19.8,7.21
491,-561.9,-131.8,-76.1,96,5.76,20.0,6.68
492,-572.4,-346.2,-79.8,81,4.86,20.0,5.59
493,-559.4,-686.8,-58.8,79,4.74,19.9,6.58
494,-554.4,-413.6,-43.3,92,5.52,20.0,4.60
495,-606.6,-403.1,-58.3,89,5.34,20.1,3.91
496,-586.3,-717.1,-60.9,76,4.56,20.0,9.59
497,-609.4,-698.7,-64.1,73,4.38,19.9,9.63
498,-577.8,-481.4,-43.0,107,6.41,20.2,7.23
499,-575.7,-419.8,-62.6,84,5.04,20.2,9.45
500,-607.7,-814.8,-20.9,67,4.02,20.0,5.94
501,-599.0,-446.4,-88.9,87,5.22,20.0,3.82
502,-592.9,-400.6,-129.1,85,5.10,20.0,6.71
503,-636.2,-697.5,-6.4,87,5.22,20.1,5.52
504,-613.3,-431.7,-126.7,75,4.50,20.0,7.66
505,-586.7,-795.5,-143.0,95,5.70,20.1,5.07
506,-574.2,-857.1,-141.1,87,5.22,20.1,4.00
507,-568.8,-464.2,-123.9,92,5.52,20.3,3.89
508,-563.3,-713.0,-132.9,82,4.92,20.2,6.72
509,-541.1,-302.2,-108.0,85,5.10,20.3,5.31
510,-548.6,-294.4,-120.7,76,4.56,20.2,6.32
511,-525.2,-262.3,-125.9,79,4.74,20.1,10.32
512,-515.6,-791.5,-113.7,85,5.10,20.1,4.49
513,-540.2,-231.8,-116.7,91,5.46,20.2,3.80
514,-554.6,-684.1,-124.9,84,5.04,20.2,3.91
515,-486.2,-705.2,-122.3,78,4.68,20.2,3.65
516,-509.4,-308.5,-105.2,76,4.56,20.1,4.23
517,-512.7,-347.6,-100.6,85,5.10,20.1,3.50
518,-495.5,-775.7,-130.4,81,4.86,20.1,3.85
519,-519.2,-287.4,-110.1,93,5.58,20.2,4.07
520,-531.6,-257.0,-129.0,85,5.10,20.2,3.59
521,-513.4,-380.7,-116.9,69,4.14,20.0,7.59
522,-538.3,-321.9,-106.5,79,4.74,20.0,4.04
523,-525.1,-180.6,-93.3,82,4.92,20.0,3.73
524,-545.8,-347.7,-116.3,78,4.68,19.9,9.45
525,-551.6,-559.8,-99.1,104,6.24,20.1,4.05
526,-562.7,-632.7,-104.3,74,4.44,20.0,4.13
527,-565.5,-554.4,-94.8,82,4.92,20.0,4.03
528,-576.9,-132.6,-121.8,82,4.92,20.0,3.78
529,-594.9,-359.2,-121.7,87,5.22,20.0,3.67
530,-556.6,-648.4,-113.6,95,5.70,20.2,4.28
531,-582.6,-694.4,-113.5,56,3.36,19.8,3.66
532,-605.6,-695.2,-128.1,95,5.70,20.0,10.21
533,-605.0,-691.8,-138.3,90,5.40,20.1,5.51
534,-602.9,-368.8,-114.4,75,4.50,20.0,4.65
535,-568.1,-292.3,-98.9,72,4.32,19.8,4.71
536,-585.4,-669.4,-117.6,93,5.58,19.9,3.65
537,-578.3,-350.3,-119.5,94,5.64,20.1,4.02
538,-562.4,-333.0,-89.9,93,5.58,20.2,3.92
539,-563.4,-358.6,-134.8,95,5.70,20.3,3.67
540,-554.9,-403.2,-127.4,74,4.44,20.2,3.70
541,-503.1,-183.3,-110.4,86,5.16,20.2,3.63
542,-414.5,-268.4,-152.2,83,4.98,20.2,3.95
543,-428.6,-250.3,-141.5,77,4.62,20.2,3.51
544,-424.2,-278.1,-151.4,93,5.58,20.3,3.62
545,-396.7,-188.5,-137.3,84,5.04,20.3,4.23
546,-388.6,-245.8,-118.3,75,4.50,20.2,3.57
547,-393.3,-263.5,-115.7,91,5.46,20.3,3.78
548,-373.0,-220.3,-122.5,73,4.38,20.1,3.66
549,-368.3,-287.3,-138.5,84,5.04,20.1,4.47
550,-398.3,-253.8,-123.7,89,5.34,20.2,3.68
551,-379.5,-196.0,-136.4,76,4.56,20.1,3.68
552,-373.3,-308.6,-130.9,81,4.86,20.1,3.80
553,-391.6,-226.3,-134.5,83,4.98,20.1,4.25
554,-393.2,-183.4,-128.5,99,5.94,20.3,3.88
555,-363.6,-252.2,-116.4,84,5.04,20.3,5.08
556,-391.0,-295.8,-93.3,84,5.04,20.3,3.73
557,-366.6,-346.9,-110.1,86,5.16,20.3,4.63
558,-373.8,-245.8,-125.5,83,4.98,20.3,4.87
559,-369.6,-300.0,-131.0,71,4.26,20.2,4.32
560,-396.0,-365.6,-131.6,88,5.28,20.2,4.82
561,-391.6,-342.0,-122.3,91,5.46,20.3,4.15
562,-395.7,-321.9,-111.8,89,5.34,20.4,3.59
563,-410.8,-282.4,-133.0,85,5.10,20.4,4.16
564,-400.6,-236.1,-125.5,77,4.62,20.3,6.21
565,-427.1,-279.7,-115.5,74,4.44,20.2,6.54
566,-438.0,-267.2,-128.9,87,5.22,20.3,5.56
567,-421.3,-301.3,-114.2,65,3.90,20.0,6.86
568,-427.5,-223.7,-127.4,75,4.50,19.9,4.76
569,-441.0,-305.7,-128.9,78,4.68,19.9,4.04
570,-457.9,-283.4,-125.6,70,4.20,19.7,9.45
571,-486.1,-519.5,-97.0,83,4.98,19.7,3.91
572,-470.5,-240.7,-122.3,102,6.12,19.9,9.31
573,-502.2,-288.4,-117.3,82,4.92,19.9,9.39
574,-511.8,-250.0,-142.7,83,4.98,19.9,9.46
575,-508.4,-291.3,-102.5,93,5.58,20.0,9.48
576,-507.2,-309.5,-113.4,81,4.86,20.0,6.05
577,-534.1,-566.8,-100.4,78,4.68,19.9,8.33
578,-549.6,-623.4,-77.4,82,4.92,19.9,9.45
579,-539.7,-616.4,-63.9,85,5.10,19.9,9.57
580,-566.1,-377.4,7.0,70,4.20,19.8,9.63
581,-584.9,-371.6,-82.5,86,5.16,19.8,9.37
582,-582.2,-444.9,3.5,84,5.04,19.8,9.70
583,-555.5,-188.6,-82.7,75,4.50,19.7,10.53
584,-564.4,-324.3,-63.3,88,5.28,19.8,8.44
585,-583.4,-656.2,-46.3,87,5.22,19.8,10.42
586,-548.2,-368.6,89.4,112,6.71,20.1,9.57
587,-556.4,-417.0,-64.9,71,4.26,20.0,9.49
588,-564.0,-626.6,-54.6,76,4.56,19.9,9.66
589,-538.7,-547.8,-60.6,72,4.32,19.8,9.67
590,-519.5,-374.5,-43.1,90,5.40,19.8,9.70
591,-537.4,-176.4,-78.9,107,6.41,20.1,10.42
592,-491.8,-756.3,-47.4,89,5.34,20.2,9.41
593,-471.5,-330.0,-55.1,77,4.62,20.1,9.61
594,-465.2,-808.4,-24.3,67,4.02,19.9,9.77
595,-389.1,-433.5,-24.9,78,4.68,19.9,10.60
596,-402.2,-192.8,-73.3,93,5.58,20.0,8.89
597,-392.3,-410.6,-50.0,91,5.46,20.1,10.49
598,-398.8,-241.8,-26.1,70,4.20,19.9,9.64
599,-412.5,-202.2,-74.7,86,5.16,19.9,9.62
600,-392.4,-329.9,23.0,74,4.44,19.8,8.55
601,-403.9,-217.4,17.9,83,4.98,19.8,8.21
602,-427.5,-528.7,-70.3,86,5.16,19.8,5.12
603,-444.5,-172.0,-64.8,84,5.04,19.8,9.72
604,-467.5,-286.0,-96.9,71,4.26,19.7,9.76
605,-459.8,-156.6,-77.4,91,5.46,19.8,6.65
606,-469.8,-166.7,-88.4,95,5.70,19.9,4.49
607,-449.8,-127.5,-90.2,79,4.74,19.9,6.90
608,-449.5,-414.8,-87.6,97,5.82,20.0,10.49
609,-463.8,-440.2,-61.2,86,5.16,20.1,9.63
610,-437.1,-337.2,65.4,85,5.10,20.1,8.24
611,-474.2,-434.6,-109.0,76,4.56,20.0,6.06
612,-468.8,-362.0,-94.6,89,5.34,20.1,4.58
613,-496.3,-218.8,-118.1,80,4.80,20.0,5.60
614,-462.7,-368.2,-88.7,70,4.20,19.9,4.34
615,-475.8,-367.4,-105.3,79,4.74,19.8,4.97
616,-472.4,-500.5,-117.6,75,4.50,19.7,4.30
617,-497.8,-518.6,-135.7,104,6.24,20.0,4.62
618,-521.5,-477.6,-122.8,98,5.88,20.1,4.94
619,-503.6,-443.7,-142.0,71,4.26,20.0,5.39
620,-507.3,-500.8,-110.0,69,4.14,19.8,4.33
621,-494.5,-520.2,-127.4,125,7.49,20.3,4.07
622,-500.9,-467.5,-117.8,78,4.68,20.2,4.29
623,-501.3,-362.6,-144.8,67,4.02,20.0,4.37
624,-516.2,-384.3,-142.3,80,4.80,20.0,4.76
625,-505.3,-388.1,-138.6,88,5.28,20.1,4.20
626,-506.5,-317.6,-122.1,77,4.62,20.0,4.82
627,-510.1,-320.0,-146.4,96,5.76,20.1,4.87
628,-509.6,-386.4,-158.1,79,4.74,20.1,4.51
629,-492.3,-451.2,-166.0,85,5.10,20.1,6.06
630,-522.8,-295.3,-102.1,77,4.62,20.0,3.94
631,-496.2,-457.3,-151.3,80,4.80,20.0,4.77
632,-475.7,-272.6,-138.0,80,4.80,19.9,4.20
633,-522.5,-346.6,-164.4,93,5.58,20.0,4.18
634,-494.8,-500.9,-137.3,73,4.38,19.9,4.37
635,-493.5,-304.5,-144.9,76,4.56,19.8,4.13
636,-482.8,-505.9,-140.6,92,5.52,19.9,3.76
637,-469.5,-463.8,-127.7,97,5.82,20.1,4.08
638,-467.8,-370.5,-142.7,80,4.80,20.1,4.11
639,-455.9,-288.0,-142.2,98,5.88,20.2,4.59
640,-445.5,-487.8,-139.5,66,3.96,20.0,3.81
641,-476.6,-385.1,-149.9,70,4.20,19.9,4.23
642,-500.5,-551.7,-144.0,89,5.34,19.9,6.62
643,-460.8,-511.9,-110.9,84,5.04,19.9,3.66
644,-474.2,-483.2,-147.9,82,4.92,19.9,3.93
645,-483.5,-641.9,-156.7,88,5.28,20.0,4.09
646,-500.0,-580.0,-110.5,107,6.41,20.3,3.87
647,-490.4,-246.1,-111.5,71,4.26,20.1,4.51
648,-487.1,-460.0,-100.0,82,4.92,20.1,3.94
649,-517.1,-511.5,-154.7,85,5.10,20.1,4.54
650,-504.4,-520.0,-90.0,88,5.28,20.2,4.43
651,-520.8,-265.0,-141.6,101,6.06,20.4,5.49
652,-573.9,-514.1,-99.4,73,4.38,20.2,3.82
653,-543.7,-661.1,-152.7,76,4.56,20.2,3.88
654,-548.4,-619.6,-175.4,84,5.04,20.2,3.66
655,-543.4,-255.6,-158.3,82,4.92,20.1,3.71
656,-559.5,-580.1,-150.6,70,4.20,20.0,4.59
657,-572.8,-538.7,-93.0,101,6.06,20.2,4.63
658,-551.4,-305.2,-149.8,84,5.04,20.2,5.20
659,-566.3,-471.5,-138.6,77,4.62,20.1,4.24
660,-556.6,-527.3,-112.4,78,4.68,20.1,4.30
661,-544.6,-321.5,-105.4,85,5.10,20.1,3.90
662,-571.7,-624.7,-11.7,85,5.10,20.1,4.31
663,-579.5,-236.2,-155.6,87,5.22,20.1,4.56
664,-547.2,-243.7,-152.9,67,4.02,19.9,3.94
665,-546.3,-694.3,-107.6,82,4.92,19.9,4.73
666,-568.1,-586.4,-52.4,82,4.92,19.9,5.88
667,-568.2,-209.0,-109.8,90,5.40,20.0,4.52
668,-587.7,-208.6,-145.6,92,5.52,20.1,5.55
669,-566.6,-366.4,-89.5,82,4.92,20.1,5.15
670,-549.1,-138.5,-72.3,84,5.04,20.1,6.29
671,-572.4,-469.3,-95.6,82,4.92,20.1,6.02
672,-581.9,-256.7,-131.1,95,5.70,20.2,6.78
673,-591.2,-475.7,-121.1,86,5.16,20.2,9.65
674,-560.9,-396.3,-102.2,80,4.80,20.2,6.03
675,-582.1,-532.7,-72.4,79,4.74,20.1,7.45
676,-563.6,-310.6,-77.2,92,5.52,20.2,5.77
677,-566.5,-469.2,-2.9,73,4.38,20.1,7.11
678,-550.6,-386.4,-50.7,93,5.58,20.2,6.23
679,-580.4,-405.8,-129.0,90,5.40,20.3,9.33
680,-579.3,-219.0,-81.0,74,4.44,20.2,5.85
681,-587.6,-298.1,-90.7,82,4.92,20.2,6.61
682,-592.4,-466.9,-50.3,66,3.96,20.0,6.04
683,-615.9,-412.4,3.5,111,6.65,20.3,6.68
684,-621.5,-335.2,-49.8,71,4.26,20.2,6.90
685,-621.5,-353.1,-66.8,79,4.74,20.1,6.70
686,-634.7,-636.7,-56.8,93,5.58,20.2,7.87
687,-644.4,-708.7,-86.2,80,4.80,20.2,9.12
688,-641.8,-302.4,-118.7,85,5.10,20.2,6.44
689,-647.5,-440.9,-57.6,75,4.50,20.1,8.29
690,-641.6,-306.9,-131.8,83,4.98,20.1,6.28
691,-647.4,-630.8,-88.8,87,5.22,20.1,5.62
692,-652.5,-465.9,-142.8,74,4.44,20.0,5.88
693,-703.3,-424.8,42.7,88,5.28,20.1,5.68
694,-661.4,-932.4,-74.3,74,4.44,20.0,5.05
695,-666.3,-350.4,-96.3,73,4.38,19.8,5.79
696,-681.3,-683.5,-119.7,99,5.94,20.0,4.79
697,-719.0,-803.2,-147.6,75,4.50,19.9,7.33
698,-695.7,-813.4,-119.7,103,6.18,20.2,4.20
699,-724.1,-869.9,-105.1,76,4.56,20.1,4.01
700,-711.8,-486.1,-144.3,105,6.29,20.3,4.66
701,-685.9,-861.4,-88.4,74,4.44,20.2,4.11
702,-685.6,-697.4,-94.1,82,4.92,20.2,5.31
703,-662.5,-573.1,-58.7,76,4.56,20.1,5.58
704,-673.5,-454.9,-115.9,73,4.38,20.0,6.82
705,-677.7,-632.1,-85.7,88,5.28,20.0,6.41
706,-662.4,-439.6,-135.9,75,4.50,19.9,5.21
707,-667.5,-680.9,-145.4,88,5.28,20.0,4.67
708,-677.4,-424.6,-117.0,70,4.20,19.8,4.18
709,-634.6,-663.7,-164.8,90,5.40,19.9,4.09
710,-668.6,-382.2,-137.6,87,5.22,20.0,5.14
711,-662.7,-288.3,-130.2,89,5.34,20.0,4.53
712,-697.2,-527.0,-94.9,70,4.20,19.9,5.41
713,-655.5,-469.3,-82.0,88,5.28,19.9,5.15
714,-634.7,-461.1,-131.1,80,4.80,19.9,7.50
715,-640.9,-490.0,-121.5,94,5.64,20.0,9.44
716,-631.8,-551.6,-146.6,61,3.66,19.7,5.07
717,-623.8,-2394.6,-104.7,68,4.08,19.5,4.89
718,-612.3,-462.1,-140.0,91,5.46,19.6,4.85
719,-607.9,-391.8,-160.3,84,5.04,19.6,6.19
720,-596.9,-417.4,-113.9,87,5.22,19.7,4.63
721,-585.8,-353.7,-159.5,85,5.10,19.7,3.99
722,-569.8,-358.0,-166.3,86,5.16,19.7,4.21
723,-550.4,-447.1,-160.0,81,4.86,19.7,4.44
724,-566.3,-366.1,-157.5,80,4.80,19.7,4.82
725,-565.7,-535.3,-132.0,79,4.74,19.6,4.11
726,-593.0,-456.4,-143.8,81,4.86,19.6,4.75
727,-571.7,-490.5,-60.9,93,5.58,19.7,5.53
728,-612.9,-271.7,-176.8,83,4.98,19.7,7.05
729,-592.3,-576.7,-71.6,85,5.10,19.7,5.22
730,-631.1,-712.4,-174.9,84,5.04,19.7,9.47
731,-642.3,-488.9,-178.1,83,4.98,19.7,4.41
732,-657.1,-641.1,-137.2,86,5.16,19.7,4.40
733,-657.2,-674.8,-175.6,84,5.04,19.8,7.63
734,-711.9,-661.4,-199.8,83,4.98,19.7,4.37
735,-685.6,-666.8,-187.1,99,5.94,19.9,4.00
736,-699.7,-604.3,-230.3,79,4.74,19.9,4.81
737,-687.7,-594.3,-162.8,82,4.92,19.9,4.22
738,-691.2,-520.6,-210.9,92,5.52,20.0,7.25
739,-682.1,-468.9,-206.4,90,5.40,20.0,3.88
740,-705.2,-476.3,-92.3,92,5.52,20.1,4.58
741,-693.9,-541.8,-220.9,73,4.38,20.0,9.54
742,-698.7,-495.0,-236.4,76,4.56,19.9,8.12
743,-689.2,-738.0,-103.6,101,6.06,20.1,4.50
744,-682.1,-663.2,-184.8,86,5.16,20.2,5.20
745,-694.6,-897.5,-162.5,83,4.98,20.2,4.79
746,-699.2,-506.0,-182.2,76,4.56,20.1,9.54
747,-660.3,-538.4,-138.8,72,4.32,19.9,4.26
748,-660.1,-754.7,-141.5,105,6.29,20.2,4.21
749,-688.5,-613.0,-131.9,69,4.14,20.0,4.41
750,-670.6,-724.4,-119.8,72,4.32,19.9,7.96
751,-640.2,-705.9,-124.0,68,4.08,19.7,5.23
752,-664.0,-521.2,-102.1,92,5.52,19.8,9.52
753,-668.0,-608.2,-105.3,81,4.86,19.8,9.51
754,-662.3,-729.5,-101.8,90,5.40,19.9,5.30
755,-665.8,-451.0,-123.8,92,5.52,20.0,9.67
756,-684.2,-679.5,-29.6,74,4.44,19.8,9.56
757,-696.1,-434.6,-101.8,85,5.10,19.9,9.49
758,-698.2,-794.9,-114.3,82,4.92,19.9,9.51
759,-714.8,-511.8,-74.9,73,4.38,19.7,9.37
760,-712.0,-913.6,-86.4,91,5.46,19.8,10.40
761,-723.1,-505.0,-143.9,75,4.50,19.7,6.40
762,-743.3,-407.7,-109.7,78,4.68,19.7,9.50
763,-669.1,-419.3,-16.8,92,5.52,19.8,5.10
764,-676.0,-380.1,-169.3,75,4.50,19.7,4.56
765,-607.6,-950.6,-27.0,80,4.80,19.6,9.36
766,-617.1,-292.1,-35.8,93,5.58,19.7,8.00
767,-618.1,-767.1,-211.9,85,5.10,19.7,9.57
768,-604.8,-330.7,-163.1,94,5.64,19.9,4.42
769,-581.2,-695.7,-171.1,89,5.34,19.9,5.84
770,-627.8,-385.7,-179.8,75,4.50,19.8,9.36
771,-596.0,-402.2,-159.1,88,5.28,19.9,9.52
772,-600.9,-436.7,-70.7,95,5.70,20.0,7.49
773,-576.5,-718.4,-209.9,81,4.86,20.0,4.75
774,-551.1,-560.0,-177.9,80,4.80,20.0,4.68
775,-547.7,-405.6,-203.4,94,5.64,20.1,9.68
776,-526.2,-316.2,-196.2,68,4.08,19.9,6.84
777,-502.8,-237.8,-211.3,78,4.68,19.8,4.02
778,-490.3,-353.5,-205.2,82,4.92,19.8,4.35
779,-490.7,-461.8,-197.2,79,4.74,19.8,4.98
780,-488.2,-522.8,-176.9,81,4.86,19.7,9.29
781,-477.4,-284.7,-166.4,72,4.32,19.6,4.71
782,-471.9,-245.3,-200.2,97,5.82,19.8,9.24
783,-452.4,-511.5,-168.4,82,4.92,19.7,4.02
784,-457.6,-655.9,-154.8,70,4.20,19.6,5.53
785,-444.2,-272.3,-178.2,93,5.58,19.7,5.46
786,-439.6,-385.9,-187.8,83,4.98,19.7,3.98
787,-417.9,-278.3,-140.5,77,4.62,19.6,4.00
788,-432.3,-326.2,-183.8,101,6.06,19.8,9.29
789,-413.2,-422.0,-178.9,76,4.56,19.7,4.23
790,-406.7,-220.6,-205.9,72,4.32,19.6,4.88
791,-420.7,-284.4,-199.0,94,5.64,19.7,4.63
792,-415.2,-296.1,-149.3,83,4.98,19.7,5.06
793,-422.6,-330.6,-203.1,78,4.68,19.7,4.75
794,-409.2,-321.8,-211.9,105,6.29,19.9,4.34
795,-410.9,-654.7,-207.4,97,5.82,20.1,7.48
796,-406.9,-458.2,-219.0,80,4.80,20.0,3.90
797,-411.0,-311.0,-133.0,88,5.28,20.1,4.31
798,-412.1,-402.2,-179.2,80,4.80,20.1,4.01
799,-420.8,-385.2,-175.1,75,4.50,20.0,3.98
800,-412.9,-389.3,-125.7,73,4.38,19.8,4.07
801,-421.9,-301.9,-155.7,93,5.58,19.9,3.75
802,-405.6,-315.3,-165.5,92,5.52,20.0,4.26
803,-404.1,-245.3,-136.6,72,4.32,19.9,6.48
804,-397.4,-394.5,-110.7,88,5.28,20.0,4.93
805,-415.9,-278.6,-154.3,71,4.26,19.8,4.20
806,-400.0,-536.6,-146.5,92,5.52,19.9,4.98
807,-397.8,-269.8,-123.0,73,4.38,19.8,3.91
808,-413.3,-505.1,-70.3,71,4.26,19.6,4.34
809,-416.7,-303.7,-154.7,88,5.28,19.7,3.90
810,-448.7,-536.8,-106.4,76,4.56,19.6,5.48
811,-435.2,-971.7,-63.6,79,4.74,19.6,4.06
812,-455.2,-468.9,-112.6,87,5.22,19.6,3.90
813,-461.9,-416.9,-136.0,79,4.74,19.6,4.18
814,-481.6,-258.9,-145.3,92,5.52,19.7,4.46
815,-493.3,-486.9,-90.3,76,4.56,19.6,9.19
816,-481.2,-360.9,-32.6,91,5.46,19.7,3.79
817,-509.8,-237.4,-30.4,79,4.74,19.6,4.96
818,-516.5,-366.3,-65.0,87,5.22,19.6,4.56
819,-527.7,-292.7,-102.8,92,5.52,19.7,4.32
820,-530.0,-453.3,-94.3,68,4.08,19.6,5.08
821,-536.2,-458.3,-74.2,100,6.00,19.8,3.94
822,-558.3,-235.6,-165.2,84,5.04,19.8,4.40
823,-557.8,-973.2,-70.6,88,5.28,19.8,5.90
824,-536.6,-621.7,-101.9,72,4.32,19.7,5.68
825,-530.6,-486.9,-135.5,88,5.28,19.7,6.67
826,-523.0,-513.8,-116.2,85,5.10,19.8,4.65
827,-511.2,-778.5,-159.3,82,4.92,19.7,9.51
828,-506.4,-358.0,-140.6,81,4.86,19.7,4.99
829,-502.2,-242.2,-152.8,82,4.92,19.7,6.56
830,-475.7,-422.5,-99.3,94,5.64,19.8,9.80
831,-479.6,-865.4,-127.7,69,4.14,19.7,9.69
832,-490.6,-607.6,-151.5,83,4.98,19.6,8.47
833,-505.3,-329.4,-154.6,87,5.22,19.7,9.69
834,-507.4,-207.1,-98.1,102,6.12,19.9,9.70
835,-465.0,-241.7,-72.1,75,4.50,19.8,9.72
836,-460.3,-328.5,-142.7,83,4.98,19.8,5.76
837,-437.9,-603.9,-146.0,68,4.08,19.6,9.70
838,-464.4,-271.4,-169.9,89,5.34,19.7,8.71
839,-445.7,-278.9,-79.9,74,4.44,19.6,5.88
840,-389.5,-294.3,-68.2,83,4.98,19.6,5.06
841,-387.7,-557.5,-114.1,80,4.80,19.5,3.90
842,-421.5,-835.3,-116.5,90,5.40,19.6,4.15
843,-429.1,-699.3,-64.2,79,4.74,19.6,4.27
844,-441.4,-784.8,-115.5,89,5.34,19.6,4.18
845,-452.7,-419.6,-148.8,88,5.28,19.7,5.14
846,-462.0,-328.3,-135.2,66,3.96,19.5,9.53
847,-452.0,-557.6,-83.4,79,4.74,19.4,4.62
848,-476.6,-585.4,-117.3,76,4.56,19.3,4.10
849,-460.6,-449.5,-43.5,91,5.46,19.4,4.63
850,-470.7,-787.8,-61.8,90,5.40,19.5,5.18
851,-467.5,-265.8,-153.5,95,5.70,19.6,5.01
852,-488.5,-883.2,-111.7,88,5.28,19.7,5.54
853,-473.1,-228.6,-132.8,58,3.48,19.4,5.03
854,-495.8,-284.3,-134.1,78,4.68,19.3,4.08
855,-493.8,-120.6,-47.5,86,5.16,19.4,9.51
856,-513.4,-427.5,-56.0,86,5.16,19.4,7.10
857,-505.3,-516.0,-98.1,103,6.18,19.6,9.47
858,-461.5,-305.2,-60.7,84,5.04,19.6,5.41
859,-453.4,-260.2,-41.6,79,4.74,19.6,9.36
860,-456.6,-437.7,-103.1,93,5.58,19.7,5.57
861,-439.7,-500.0,-102.9,84,5.04,19.7,10.39
862,-436.4,-325.2,-125.2,72,4.32,19.6,4.19
863,-429.4,-249.9,-76.9,90,5.40,19.6,6.21
864,-415.3,-294.2,-133.8,80,4.80,19.6,5.20
865,-430.3,-297.7,-85.8,91,5.46,19.7,5.32
866,-412.5,-410.1,-70.9,88,5.28,19.7,4.50
867,-412.5,-238.5,-98.0,95,5.70,19.9,6.11
868,-414.6,-423.3,-162.1,68,4.08,19.7,5.43
869,-418.3,-331.4,-176.3,99,5.94,19.9,4.21
870,-422.6,-306.3,-116.9,76,4.56,19.8,7.77
871,-427.0,-568.4,-136.6,87,5.22,19.8,4.86
872,-439.6,-491.4,-78.2,69,4.14,19.7,6.94
873,-421.5,-411.7,-159.1,89,5.34,19.7,4.45
874,-433.5,-241.1,-45.5,81,4.86,19.7,4.29
875,-427.8,-267.1,-152.5,86,5.16,19.7,3.99
876,-461.1,-716.3,-112.7,91,5.46,19.8,9.43
877,-458.4,-444.7,-167.4,71,4.26,19.7,4.43
878,-465.2,-486.1,-40.4,89,5.34,19.7,4.25
879,-473.1,-175.3,-61.5,78,4.68,19.7,4.55
880,-487.2,-1053.4,-133.9,75,4.50,19.6,4.82
881,-475.7,-658.6,-103.9,95,5.70,19.7,6.92
882,-476.8,-262.0,-103.7,78,4.68,19.6,4.03
883,-478.9,-310.6,-71.6,79,4.74,19.6,4.71
884,-480.8,-673.6,-130.0,99,5.94,19.8,4.04
885,-466.3,-480.9,-111.1,77,4.62,19.7,7.44
886,-448.3,-576.2,-107.2,87,5.22,19.7,5.63
887,-441.3,-369.8,-104.8,89,5.34,19.8,5.12
888,-431.4,-227.9,-169.7,91,5.46,19.9,5.92
889,-421.4,-476.2,-135.8,83,4.98,19.9,6.64
