corruption_distance,initial_MSE,minimum_MSE_ever,generation_of_minimum,final_MSE,exact_hit_ever,first_exact_hit_gen,number_of_exact_hits,exact_retained,maximum_delta_J
1,1000000000.00000,79.01809,4,1000000000.00000,False,-1,0,False,999999920.98191
1,110.30239,90.24576,0,1000000000.00000,False,-1,0,False,20.05663
1,803.36713,54.64013,0,1000000000.00000,False,-1,0,False,748.72699
1,1000000000.00000,178.61720,1,250.29616,False,-1,0,False,999999821.38280
1,1000000000.00000,54.64013,1,225.57747,False,-1,0,False,999999945.35987
1,1000000000.00000,79.02309,0,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,0.03500,4,1000000000.00000,True,1,4,False,999999999.96500
1,1000000000.00000,114.59851,172,1000000000.00000,False,-1,0,False,999999885.40149
1,1000000000.00000,79.02309,3,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,92.51377,2,1000000000.00000,False,-1,0,False,999999907.48623
1,131.94560,123.38744,7,1000000000.00000,False,-1,0,False,8.55816
1,90.24576,57.57068,0,1000000000.00000,False,-1,0,False,32.67508
1,1000000000.00000,197.52663,60,1000000000.00000,False,-1,0,False,999999802.47337
1,1000000000.00000,178.61301,3,1000000000.00000,False,-1,0,False,999999821.38699
1,134.13847,0.03500,0,1000000000.00000,True,0,1,False,134.10347
1,84.70797,0.03500,0,1000000000.00000,True,0,2,False,84.67297
1,90.24576,57.28633,0,1000000000.00000,False,-1,0,False,32.95943
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,3,False,999999999.96500
1,234.68857,0.03500,1,1000000000.00000,True,1,2,False,234.65357
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
1,1000000000.00000,0.03500,1,1000000000.00000,True,0,8,False,999999999.96500
1,102.66048,79.44348,107,1000000000.00000,False,-1,0,False,23.21700
1,337.62064,121.57458,0,1000000000.00000,False,-1,0,False,216.04606
1,245.86028,0.03500,0,1000000000.00000,True,0,1,False,245.82528
1,191.57933,78.00726,0,1000000000.00000,False,-1,0,False,113.57207
1,124.51730,92.51377,0,1000000000.00000,False,-1,0,False,32.00352
1,252.13332,0.03500,0,1000000000.00000,True,0,2,False,252.09832
1,1000000000.00000,124.22874,19,1000000000.00000,False,-1,0,False,999999875.77126
1,245.86028,0.03500,0,1000000000.00000,True,0,1,False,245.82528
1,1000000000.00000,226.48207,19,1000000000.00000,False,-1,0,False,999999773.51793
1,252.13332,0.03500,0,1000000000.00000,True,0,1,False,252.09832
1,1000000000.00000,114.61445,41,1000000000.00000,False,-1,0,False,999999885.38555
1,196.17804,0.03500,0,1000000000.00000,True,0,1,False,196.14304
1,1000000000.00000,0.03500,0,1000000000.00000,True,0,4,False,999999999.96500
1,191.57933,0.03500,0,1000000000.00000,True,0,1,False,191.54433
1,315.21738,0.03500,1,1000000000.00000,True,1,1,False,315.18238
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,1,False,999999999.96500
1,155.66695,134.14348,0,1000000000.00000,False,-1,0,False,21.52347
1,1000000000.00000,205.60535,67,1000000000.00000,False,-1,0,False,999999794.39465
1,1000000000.00000,0.03500,0,235.84184,True,0,1,False,999999999.96500
1,1000000000.00000,151.84918,13,1000000000.00000,False,-1,0,False,999999848.15082
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,1,False,999999999.96500
1,1000000000.00000,54.64013,2,1000000000.00000,False,-1,0,False,999999945.35987
1,1000000000.00000,92.51377,3,249.62746,False,-1,0,False,999999907.48623
1,1000000000.00000,0.04000,1,1000000000.00000,True,1,2,False,999999999.96000
1,102.48744,57.28133,1,1000000000.00000,False,-1,0,False,45.20611
1,1000000000.00000,83.86536,11,251.92651,False,-1,0,False,999999916.13464
1,1000000000.00000,124.50751,7,1000000000.00000,False,-1,0,False,999999875.49249
1,1000000000.00000,79.01309,6,1000000000.00000,False,-1,0,False,999999920.98691
1,1000000000.00000,169.15343,102,1000000000.00000,False,-1,0,False,999999830.84657
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,1,False,999999999.96500
1,1000000000.00000,92.51377,2,1000000000.00000,False,-1,0,False,999999907.48623
1,337.62064,121.57458,0,1000000000.00000,False,-1,0,False,216.04606
1,191.57933,0.03500,0,1000000000.00000,True,0,1,False,191.54433
1,1000000000.00000,0.03500,0,1000000000.00000,True,0,4,False,999999999.96500
1,1000000000.00000,0.03500,1,1000000000.00000,True,0,4,False,999999999.96500
1,1000000000.00000,79.01809,2,1000000000.00000,False,-1,0,False,999999920.98191
1,1000000000.00000,92.51377,2,1000000000.00000,False,-1,0,False,999999907.48623
1,1000000000.00000,160.63905,8,1000000000.00000,False,-1,0,False,999999839.36095
1,155.66695,134.13847,0,246.88861,False,-1,0,False,21.52847
1,237.13109,117.32019,67,1000000000.00000,False,-1,0,False,119.81090
1,252.13332,0.03500,0,253.13138,True,0,2,False,252.09832
1,131.94560,90.24576,0,1000000000.00000,False,-1,0,False,41.69984
1,1000000000.00000,145.69278,27,1000000000.00000,False,-1,0,False,999999854.30722
1,1000000000.00000,107.00988,11,1000000000.00000,False,-1,0,False,999999892.99012
1,196.17804,0.03500,0,1000000000.00000,True,0,1,False,196.14304
1,1000000000.00000,169.13342,184,1000000000.00000,False,-1,0,False,999999830.86658
1,1000000000.00000,79.01308,3,1000000000.00000,False,-1,0,False,999999920.98692
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
1,1000000000.00000,169.13342,7,1000000000.00000,False,-1,0,False,999999830.86658
1,90.24576,54.64513,0,1000000000.00000,False,-1,0,False,35.60062
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,1,False,999999999.96500
1,102.66048,0.03500,0,1000000000.00000,True,0,2,False,102.62548
1,1000000000.00000,162.67949,22,1000000000.00000,False,-1,0,False,999999837.32051
1,1000000000.00000,188.91425,222,1000000000.00000,False,-1,0,False,999999811.08575
1,1000000000.00000,82.86708,14,1000000000.00000,False,-1,0,False,999999917.13292
1,1000000000.00000,169.13341,193,1000000000.00000,False,-1,0,False,999999830.86659
1,1000000000.00000,138.79169,6,1000000000.00000,False,-1,0,False,999999861.20831
1,107.30476,54.64013,1,1000000000.00000,False,-1,0,False,52.66462
1,1000000000.00000,182.77989,131,1000000000.00000,False,-1,0,False,999999817.22011
1,54.64013,54.64013,0,1000000000.00000,False,-1,0,False,0.00000
1,1000000000.00000,161.65894,151,1000000000.00000,False,-1,0,False,999999838.34106
1,212.01289,0.03500,0,1000000000.00000,True,0,1,False,211.97789
1,1000000000.00000,141.20514,166,1000000000.00000,False,-1,0,False,999999858.79486
1,1000000000.00000,196.17804,6,1000000000.00000,False,-1,0,False,999999803.82196
1,237.13109,0.03500,1,1000000000.00000,True,1,1,False,237.09609
1,1000000000.00000,87.85017,6,1000000000.00000,False,-1,0,False,999999912.14983
1,102.48744,79.02309,0,1000000000.00000,False,-1,0,False,23.46436
1,191.57933,0.03500,0,1000000000.00000,True,0,2,False,191.54433
1,1000000000.00000,107.30476,9,1000000000.00000,False,-1,0,False,999999892.69524
1,1000000000.00000,138.34627,18,1000000000.00000,False,-1,0,False,999999861.65373
1,178.61301,124.51730,0,1000000000.00000,False,-1,0,False,54.09571
1,803.36713,54.64013,0,1000000000.00000,False,-1,0,False,748.72699
1,155.66695,0.03500,0,1000000000.00000,True,0,1,False,155.63195
1,1000000000.00000,152.85486,184,1000000000.00000,False,-1,0,False,999999847.14514
1,110.30239,84.70797,1,1000000000.00000,False,-1,0,False,25.59442
1,54.64013,54.64013,0,1000000000.00000,False,-1,0,False,0.00000
1,238.75793,185.14877,2,1000000000.00000,False,-1,0,False,53.60916
1,1000000000.00000,188.05617,246,1000000000.00000,False,-1,0,False,999999811.94383
1,1000000000.00000,184.42975,18,1000000000.00000,False,-1,0,False,999999815.57025
1,1000000000.00000,79.02309,2,1000000000.00000,False,-1,0,False,999999920.97691
1,124.51730,92.51877,0,249.62746,False,-1,0,False,31.99853
1,238.75793,0.03500,4,1000000000.00000,True,4,1,False,238.72293
1,1000000000.00000,115.88869,128,1000000000.00000,False,-1,0,False,999999884.11131
1,1000000000.00000,182.96741,40,1000000000.00000,False,-1,0,False,999999817.03259
1,240.61874,0.03500,0,1000000000.00000,True,0,1,False,240.58374
1,1000000000.00000,165.43835,42,1000000000.00000,False,-1,0,False,999999834.56165
1,191.57933,84.71297,1,1000000000.00000,False,-1,0,False,106.86636
1,54.64013,54.64013,0,1000000000.00000,False,-1,0,False,0.00000
1,1000000000.00000,154.53499,93,1000000000.00000,False,-1,0,False,999999845.46501
1,1000000000.00000,80.82795,1,1000000000.00000,False,-1,0,False,999999919.17205
1,1000000000.00000,0.03500,0,1000000000.00000,True,0,3,False,999999999.96500
1,167.00528,0.03500,0,1000000000.00000,True,0,1,False,166.97028
1,1000000000.00000,162.78339,89,1000000000.00000,False,-1,0,False,999999837.21661
1,212.01289,0.03500,0,1000000000.00000,True,0,1,False,211.97789
1,1000000000.00000,192.35197,11,1000000000.00000,False,-1,0,False,999999807.64803
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,2,False,999999999.96500
1,1000000000.00000,141.21013,9,1000000000.00000,False,-1,0,False,999999858.78987
1,1000000000.00000,131.10872,5,1000000000.00000,False,-1,0,False,999999868.89128
1,1000000000.00000,126.33309,62,1000000000.00000,False,-1,0,False,999999873.66691
1,1000000000.00000,163.35728,64,1000000000.00000,False,-1,0,False,999999836.64272
1,1000000000.00000,194.02931,208,1000000000.00000,False,-1,0,False,999999805.97069
1,1000000000.00000,93.43936,2,253.88284,False,-1,0,False,999999906.56064
1,1000000000.00000,155.66695,2,1000000000.00000,False,-1,0,False,999999844.33305
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
1,1000000000.00000,155.66695,14,1000000000.00000,False,-1,0,False,999999844.33305
1,1000000000.00000,78.96666,35,1000000000.00000,False,-1,0,False,999999921.03334
1,1000000000.00000,169.13841,34,1000000000.00000,False,-1,0,False,999999830.86159
1,1000000000.00000,122.83126,22,1000000000.00000,False,-1,0,False,999999877.16874
1,1000000000.00000,181.03673,145,1000000000.00000,False,-1,0,False,999999818.96327
1,1954.62122,0.03500,0,1000000000.00000,True,0,2,False,1954.58622
1,1000000000.00000,79.02309,1,1000000000.00000,False,-1,0,False,999999920.97691
1,915.05444,79.02808,0,1000000000.00000,False,-1,0,False,836.02636
1,1000000000.00000,124.51730,1,1000000000.00000,False,-1,0,False,999999875.48270
1,191.57933,0.03500,0,1000000000.00000,True,0,1,False,191.54433
1,301.54605,150.27626,182,1000000000.00000,False,-1,0,False,151.26979
1,1000000000.00000,178.46587,1,237.67636,False,-1,0,False,999999821.53413
1,1000000000.00000,142.95917,111,1000000000.00000,False,-1,0,False,999999857.04083
1,1000000000.00000,124.51730,0,236.06244,False,-1,0,False,999999875.48270
1,1000000000.00000,114.62945,148,1000000000.00000,False,-1,0,False,999999885.37055
1,1000000000.00000,79.02309,8,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,138.77669,7,1000000000.00000,False,-1,0,False,999999861.22331
1,1000000000.00000,138.77168,20,1000000000.00000,False,-1,0,False,999999861.22832
1,131.94560,90.24576,0,1000000000.00000,False,-1,0,False,41.69984
1,1000000000.00000,92.51377,3,1000000000.00000,False,-1,0,False,999999907.48623
1,1000000000.00000,132.89497,126,1000000000.00000,False,-1,0,False,999999867.10503
1,1000000000.00000,191.57933,224,1000000000.00000,False,-1,0,False,999999808.42067
1,1000000000.00000,162.58237,0,1000000000.00000,False,-1,0,False,999999837.41763
1,1000000000.00000,147.52138,37,1000000000.00000,False,-1,0,False,999999852.47862
1,1000000000.00000,0.03500,25,1000000000.00000,True,25,1,False,999999999.96500
1,214.00467,54.64013,1,1000000000.00000,False,-1,0,False,159.36454
1,84.70797,0.03500,0,1000000000.00000,True,0,1,False,84.67297
1,201.54111,0.03500,1,1000000000.00000,True,1,1,False,201.50611
1,191.57933,78.00726,0,1000000000.00000,False,-1,0,False,113.57207
1,1000000000.00000,184.10706,125,1000000000.00000,False,-1,0,False,999999815.89294
1,1000000000.00000,116.70748,120,1000000000.00000,False,-1,0,False,999999883.29252
1,214.00467,54.64013,0,1000000000.00000,False,-1,0,False,159.36454
1,240.61874,79.52882,29,1000000000.00000,False,-1,0,False,161.08992
1,1000000000.00000,172.93753,1,1000000000.00000,False,-1,0,False,999999827.06247
1,1000000000.00000,215.63425,179,1000000000.00000,False,-1,0,False,999999784.36575
1,1000000000.00000,178.61301,1,1000000000.00000,False,-1,0,False,999999821.38699
1,1000000000.00000,54.64013,1,1000000000.00000,False,-1,0,False,999999945.35987
1,1000000000.00000,187.37927,8,1000000000.00000,False,-1,0,False,999999812.62073
1,1000000000.00000,147.49138,34,1000000000.00000,False,-1,0,False,999999852.50862
1,1000000000.00000,79.02309,1,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,216.15199,201,1000000000.00000,False,-1,0,False,999999783.84801
1,1000000000.00000,0.04000,5,1000000000.00000,True,5,1,False,999999999.96000
1,1000000000.00000,147.40768,113,1000000000.00000,False,-1,0,False,999999852.59232
1,124.51730,92.51377,0,1000000000.00000,False,-1,0,False,32.00352
1,803.36713,54.64513,0,1000000000.00000,False,-1,0,False,748.72199
1,301.54605,134.13847,0,1000000000.00000,False,-1,0,False,167.40758
1,252.13332,0.03500,2,1000000000.00000,True,0,3,False,252.09832
1,1000000000.00000,147.49138,142,265.68091,False,-1,0,False,999999852.50862
1,155.66695,134.13847,0,1000000000.00000,False,-1,0,False,21.52847
1,1000000000.00000,79.01308,4,1000000000.00000,False,-1,0,False,999999920.98692
1,107.30476,54.64013,0,1000000000.00000,False,-1,0,False,52.66462
1,1000000000.00000,148.13364,5,1000000000.00000,False,-1,0,False,999999851.86636
1,107.30476,55.53017,2,1000000000.00000,False,-1,0,False,51.77458
1,1000000000.00000,160.13214,10,1000000000.00000,False,-1,0,False,999999839.86786
1,1000000000.00000,186.52351,30,1000000000.00000,False,-1,0,False,999999813.47649
1,1000000000.00000,153.61563,5,1000000000.00000,False,-1,0,False,999999846.38437
1,1000000000.00000,102.49739,2,1000000000.00000,False,-1,0,False,999999897.50261
1,1000000000.00000,189.36908,187,1000000000.00000,False,-1,0,False,999999810.63092
1,110.30239,0.03500,0,1000000000.00000,True,0,1,False,110.26739
1,1000000000.00000,133.38785,3,278.52551,False,-1,0,False,999999866.61215
1,1000000000.00000,96.44762,0,1000000000.00000,False,-1,0,False,999999903.55238
1,1000000000.00000,178.28818,0,1000000000.00000,False,-1,0,False,999999821.71182
1,210.31979,75.31917,0,1000000000.00000,False,-1,0,False,135.00063
1,337.62064,121.57458,0,1000000000.00000,False,-1,0,False,216.04606
1,1000000000.00000,114.60944,113,240.59288,False,-1,0,False,999999885.39056
