corruption_distance,initial_MSE,minimum_MSE_ever,generation_of_minimum,final_MSE,exact_hit_ever,first_exact_hit_gen,number_of_exact_hits,exact_retained,maximum_delta_J
1,1000000000.00000,54.64013,0,1000000000.00000,False,-1,0,False,999999945.35987
1,1000000000.00000,104.63701,188,1000000000.00000,False,-1,0,False,999999895.36299
1,212.01289,0.03500,0,1000000000.00000,True,0,1,False,211.97789
1,1000000000.00000,181.47966,154,1000000000.00000,False,-1,0,False,999999818.52034
1,90.24576,90.24576,0,1000000000.00000,False,-1,0,False,0.00000
1,1000000000.00000,215.73354,194,1000000000.00000,False,-1,0,False,999999784.26646
1,167.00528,124.22374,23,245.01285,False,-1,0,False,42.78154
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,2,False,999999999.96500
1,54.64013,54.64013,0,1000000000.00000,False,-1,0,False,0.00000
1,155.66695,0.03500,0,245.55530,True,0,2,False,155.63195
1,237.13109,0.03500,0,1000000000.00000,True,0,3,False,237.09609
1,102.48744,79.02309,0,1000000000.00000,False,-1,0,False,23.46436
1,1000000000.00000,114.60944,153,1000000000.00000,False,-1,0,False,999999885.39056
1,1000000000.00000,79.20108,9,1000000000.00000,False,-1,0,False,999999920.79892
1,1000000000.00000,194.02551,7,1000000000.00000,False,-1,0,False,999999805.97449
1,134.13847,0.03500,0,1000000000.00000,True,0,1,False,134.10347
1,1000000000.00000,0.03500,3,1000000000.00000,True,3,1,False,999999999.96500
1,915.05444,79.02309,0,1000000000.00000,False,-1,0,False,836.03136
1,1000000000.00000,87.80806,48,1000000000.00000,False,-1,0,False,999999912.19194
1,1000000000.00000,121.57458,0,1000000000.00000,False,-1,0,False,999999878.42542
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,2,False,999999999.96500
1,1000000000.00000,169.85793,5,1000000000.00000,False,-1,0,False,999999830.14207
1,84.70797,0.03500,0,1000000000.00000,True,0,2,False,84.67297
1,1000000000.00000,54.64013,0,1000000000.00000,False,-1,0,False,999999945.35987
1,1000000000.00000,138.12602,161,1000000000.00000,False,-1,0,False,999999861.87398
1,1000000000.00000,112.79254,112,1000000000.00000,False,-1,0,False,999999887.20746
1,1000000000.00000,0.03500,1,1000000000.00000,True,0,3,False,999999999.96500
1,1000000000.00000,0.03500,2,1000000000.00000,True,0,4,False,999999999.96500
1,1000000000.00000,212.61290,169,1000000000.00000,False,-1,0,False,999999787.38710
1,204.76686,0.03500,0,1000000000.00000,True,0,1,False,204.73186
1,1000000000.00000,75.32417,1,1000000000.00000,False,-1,0,False,999999924.67583
1,178.61301,118.33936,36,1000000000.00000,False,-1,0,False,60.27364
1,110.30239,0.03500,0,1000000000.00000,True,0,1,False,110.26739
1,1000000000.00000,79.02822,2,1000000000.00000,False,-1,0,False,999999920.97178
1,337.62064,114.60351,109,1000000000.00000,False,-1,0,False,223.01713
1,1000000000.00000,142.14008,18,1000000000.00000,False,-1,0,False,999999857.85992
1,1000000000.00000,171.50627,93,235.94366,False,-1,0,False,999999828.49373
1,237.13109,0.04000,0,237.67636,True,0,3,False,237.09109
1,234.68857,0.03500,1,1000000000.00000,True,0,2,False,234.65357
1,1000000000.00000,0.03500,1,1000000000.00000,True,0,3,False,999999999.96500
1,1000000000.00000,117.77284,53,1000000000.00000,False,-1,0,False,999999882.22716
1,191.57933,77.67430,1,1000000000.00000,False,-1,0,False,113.90503
1,214.00467,55.52518,0,1000000000.00000,False,-1,0,False,158.47949
1,1000000000.00000,169.53717,191,1000000000.00000,False,-1,0,False,999999830.46283
1,1000000000.00000,117.19854,65,1000000000.00000,False,-1,0,False,999999882.80146
1,1000000000.00000,57.57068,2,1000000000.00000,False,-1,0,False,999999942.42932
1,1000000000.00000,156.14371,244,1000000000.00000,False,-1,0,False,999999843.85629
1,1000000000.00000,0.03500,13,1000000000.00000,True,13,1,False,999999999.96500
1,1000000000.00000,0.03500,4,1000000000.00000,True,4,2,False,999999999.96500
1,1000000000.00000,114.62444,105,1000000000.00000,False,-1,0,False,999999885.37556
1,54.64013,0.03500,4,1000000000.00000,True,4,3,False,54.60513
1,1000000000.00000,160.13214,238,1000000000.00000,False,-1,0,False,999999839.86786
1,210.31979,75.32915,0,1000000000.00000,False,-1,0,False,134.99064
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
1,1000000000.00000,184.51428,30,1000000000.00000,False,-1,0,False,999999815.48572
1,131.94560,54.64513,0,1000000000.00000,False,-1,0,False,77.30047
1,1000000000.00000,96.94991,3,1000000000.00000,False,-1,0,False,999999903.05009
1,178.61301,121.57458,0,1000000000.00000,False,-1,0,False,57.03843
1,1000000000.00000,79.02309,0,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,83.86246,31,250.88017,False,-1,0,False,999999916.13754
1,234.68857,0.04000,0,1000000000.00000,True,0,1,False,234.64857
1,191.57933,0.03500,0,1000000000.00000,True,0,1,False,191.54433
1,1000000000.00000,163.38055,3,1000000000.00000,False,-1,0,False,999999836.61945
1,196.17804,0.04000,0,1000000000.00000,True,0,1,False,196.13804
1,1000000000.00000,79.02863,2,242.13461,False,-1,0,False,999999920.97137
1,238.75793,108.43366,1,1000000000.00000,False,-1,0,False,130.32427
1,1000000000.00000,54.64013,2,247.28236,False,-1,0,False,999999945.35987
1,131.94560,107.30476,0,1000000000.00000,False,-1,0,False,24.64085
1,315.21738,0.03500,0,1000000000.00000,True,0,2,False,315.18238
1,102.66048,0.03500,0,284.90634,True,0,2,False,102.62548
1,915.05444,69.65417,0,1000000000.00000,False,-1,0,False,845.40027
1,1000000000.00000,186.34303,122,244.38902,False,-1,0,False,999999813.65697
1,1000000000.00000,106.28983,197,1000000000.00000,False,-1,0,False,999999893.71017
1,1000000000.00000,147.50139,5,1000000000.00000,False,-1,0,False,999999852.49861
1,1000000000.00000,131.23347,16,1000000000.00000,False,-1,0,False,999999868.76653
1,201.54111,0.03500,0,1000000000.00000,True,0,1,False,201.50611
1,803.36713,54.64513,0,1000000000.00000,False,-1,0,False,748.72199
1,1000000000.00000,0.03500,0,1000000000.00000,True,0,2,False,999999999.96500
1,1000000000.00000,87.81567,19,1000000000.00000,False,-1,0,False,999999912.18433
1,1000000000.00000,124.73293,163,1000000000.00000,False,-1,0,False,999999875.26707
1,1000000000.00000,97.40598,222,1000000000.00000,False,-1,0,False,999999902.59402
1,1000000000.00000,0.04000,1,1000000000.00000,True,1,2,False,999999999.96000
1,79.02309,54.64013,0,1000000000.00000,False,-1,0,False,24.38295
1,191.57933,78.00726,0,1000000000.00000,False,-1,0,False,113.57207
1,1000000000.00000,0.04000,1,1000000000.00000,True,1,1,False,999999999.96000
1,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
1,1000000000.00000,126.06889,219,1000000000.00000,False,-1,0,False,999999873.93111
1,238.75793,0.04500,0,1000000000.00000,True,0,1,False,238.71293
1,1000000000.00000,0.04000,2,1000000000.00000,True,2,1,False,999999999.96000
1,1000000000.00000,188.73257,247,1000000000.00000,False,-1,0,False,999999811.26743
1,1000000000.00000,150.86925,187,1000000000.00000,False,-1,0,False,999999849.13075
1,1000000000.00000,191.55934,132,243.15952,False,-1,0,False,999999808.44066
1,1000000000.00000,179.65828,10,1000000000.00000,False,-1,0,False,999999820.34172
1,1000000000.00000,79.02309,58,243.92107,False,-1,0,False,999999920.97691
1,196.17804,0.03500,0,1000000000.00000,True,0,2,False,196.14304
1,315.21738,0.03500,1,1000000000.00000,True,0,3,False,315.18238
1,90.24576,54.64513,0,1000000000.00000,False,-1,0,False,35.60062
1,1000000000.00000,124.52230,11,1000000000.00000,False,-1,0,False,999999875.47770
1,1000000000.00000,116.68748,181,1000000000.00000,False,-1,0,False,999999883.31252
1,134.13847,0.03500,0,1000000000.00000,True,0,1,False,134.10347
1,301.54605,92.51377,1,1000000000.00000,False,-1,0,False,209.03228
1,84.70797,0.03500,0,1000000000.00000,True,0,1,False,84.67297
1,1000000000.00000,0.03500,1,1000000000.00000,True,1,3,False,999999999.96500
1,1000000000.00000,0.04500,5,1000000000.00000,True,5,1,False,999999999.95500
1,79.02309,54.64013,1,1000000000.00000,False,-1,0,False,24.38295
1,1000000000.00000,114.39066,1,1000000000.00000,False,-1,0,False,999999885.60934
1,1000000000.00000,169.13841,3,1000000000.00000,False,-1,0,False,999999830.86159
1,110.30239,0.03500,1,1000000000.00000,True,1,1,False,110.26739
1,1000000000.00000,181.56194,4,1000000000.00000,False,-1,0,False,999999818.43806
1,1954.62122,0.03500,0,1000000000.00000,True,0,1,False,1954.58622
1,1000000000.00000,79.02309,2,1000000000.00000,False,-1,0,False,999999920.97691
1,1954.62122,108.43366,0,1000000000.00000,False,-1,0,False,1846.18755
1,196.17804,108.43366,1,1000000000.00000,False,-1,0,False,87.74438
1,1000000000.00000,194.71225,46,1000000000.00000,False,-1,0,False,999999805.28775
1,1000000000.00000,79.02309,2,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,178.28818,0,1000000000.00000,False,-1,0,False,999999821.71182
1,1000000000.00000,79.02309,0,1000000000.00000,False,-1,0,False,999999920.97691
1,54.64013,54.64013,0,1000000000.00000,False,-1,0,False,0.00000
1,1000000000.00000,180.58119,21,1000000000.00000,False,-1,0,False,999999819.41881
1,1000000000.00000,55.31416,6,1000000000.00000,False,-1,0,False,999999944.68584
1,1000000000.00000,102.56570,165,1000000000.00000,False,-1,0,False,999999897.43430
1,301.54605,124.51730,0,1000000000.00000,False,-1,0,False,177.02876
1,1000000000.00000,0.03500,3,248.38741,True,3,1,False,999999999.96500
1,1000000000.00000,151.74046,78,241.11108,False,-1,0,False,999999848.25954
1,196.17804,0.03500,0,1000000000.00000,True,0,1,False,196.14304
1,1000000000.00000,79.02309,0,1000000000.00000,False,-1,0,False,999999920.97691
1,1000000000.00000,54.63013,14,1000000000.00000,False,-1,0,False,999999945.36987
1,1000000000.00000,114.60944,161,1000000000.00000,False,-1,0,False,999999885.39056
1,1000000000.00000,114.39567,1,1000000000.00000,False,-1,0,False,999999885.60433
1,1000000000.00000,139.51216,6,1000000000.00000,False,-1,0,False,999999860.48784
1,1000000000.00000,87.24459,2,1000000000.00000,False,-1,0,False,999999912.75541
1,155.66695,0.03500,0,1000000000.00000,True,0,1,False,155.63195
1,191.57933,0.04000,0,1000000000.00000,True,0,1,False,191.53933
1,1000000000.00000,0.03500,0,1000000000.00000,True,0,1,False,999999999.96500
1,1000000000.00000,164.86433,167,1000000000.00000,False,-1,0,False,999999835.13567
1,1000000000.00000,170.31004,4,1000000000.00000,False,-1,0,False,999999829.68996
1,1000000000.00000,80.82795,5,1000000000.00000,False,-1,0,False,999999919.17205
2,1000000000.00000,167.02214,33,1000000000.00000,False,-1,0,False,999999832.97786
2,1000000000.00000,79.02808,6,1000000000.00000,False,-1,0,False,999999920.97192
2,1000000000.00000,193.40804,170,1000000000.00000,False,-1,0,False,999999806.59196
2,1000000000.00000,114.60944,150,270.73178,False,-1,0,False,999999885.39056
2,1000000000.00000,210.75766,204,1000000000.00000,False,-1,0,False,999999789.24234
2,743.48438,108.43366,0,1000000000.00000,False,-1,0,False,635.05071
2,1000000000.00000,185.24362,20,1000000000.00000,False,-1,0,False,999999814.75638
2,196.17804,154.54999,0,1000000000.00000,False,-1,0,False,41.62805
2,1000000000.00000,190.45891,141,1000000000.00000,False,-1,0,False,999999809.54109
2,1000000000.00000,188.26431,6,1000000000.00000,False,-1,0,False,999999811.73569
2,1000000000.00000,169.14342,6,1000000000.00000,False,-1,0,False,999999830.85658
2,1000000000.00000,141.20514,2,1000000000.00000,False,-1,0,False,999999858.79486
2,1000000000.00000,77.66930,6,1000000000.00000,False,-1,0,False,999999922.33070
2,1000000000.00000,185.77284,8,1000000000.00000,False,-1,0,False,999999814.22716
2,1468.93628,156.83012,2,1000000000.00000,False,-1,0,False,1312.10616
2,359.99847,146.13760,184,1000000000.00000,False,-1,0,False,213.86087
2,1000000000.00000,190.73061,72,1000000000.00000,False,-1,0,False,999999809.26939
2,1000000000.00000,150.63867,6,1000000000.00000,False,-1,0,False,999999849.36133
2,1000000000.00000,186.34303,174,1000000000.00000,False,-1,0,False,999999813.65697
2,1000000000.00000,75.31917,1,1000000000.00000,False,-1,0,False,999999924.68083
2,1000000000.00000,191.58934,58,1000000000.00000,False,-1,0,False,999999808.41066
2,1000000000.00000,141.69685,4,1000000000.00000,False,-1,0,False,999999858.30315
2,206.56729,132.44386,1,1000000000.00000,False,-1,0,False,74.12343
2,1000000000.00000,128.70856,3,1000000000.00000,False,-1,0,False,999999871.29144
2,1000000000.00000,204.40125,119,1000000000.00000,False,-1,0,False,999999795.59875
2,220.65407,0.03500,7,1000000000.00000,True,7,1,False,220.61907
2,263.66391,193.93866,6,1000000000.00000,False,-1,0,False,69.72525
2,1000000000.00000,164.06175,132,1000000000.00000,False,-1,0,False,999999835.93825
2,437.13730,89.99744,1,249.62746,False,-1,0,False,347.13985
2,1000000000.00000,217.40414,236,1000000000.00000,False,-1,0,False,999999782.59586
2,1000000000.00000,163.89708,78,1000000000.00000,False,-1,0,False,999999836.10292
2,314.95325,154.54500,0,1000000000.00000,False,-1,0,False,160.40825
2,1000000000.00000,154.53999,5,1000000000.00000,False,-1,0,False,999999845.46001
2,247.06230,128.20039,13,1000000000.00000,False,-1,0,False,118.86191
2,1000000000.00000,149.76202,3,1000000000.00000,False,-1,0,False,999999850.23798
2,1000000000.00000,110.30239,2,1000000000.00000,False,-1,0,False,999999889.69761
2,1000000000.00000,114.55596,22,1000000000.00000,False,-1,0,False,999999885.44404
2,1000000000.00000,141.21013,37,1000000000.00000,False,-1,0,False,999999858.78987
2,179.90605,107.30975,0,1000000000.00000,False,-1,0,False,72.59630
2,1000000000.00000,158.61731,175,1000000000.00000,False,-1,0,False,999999841.38269
2,226.82071,124.51730,0,1000000000.00000,False,-1,0,False,102.30341
2,1000000000.00000,147.49638,2,1000000000.00000,False,-1,0,False,999999852.50362
2,1000000000.00000,152.84464,172,249.62746,False,-1,0,False,999999847.15536
2,1000000000.00000,117.89084,12,1000000000.00000,False,-1,0,False,999999882.10916
2,1000000000.00000,124.22374,106,1000000000.00000,False,-1,0,False,999999875.77626
2,1000000000.00000,187.46010,16,250.42087,False,-1,0,False,999999812.53990
2,1000000000.00000,222.79979,59,1000000000.00000,False,-1,0,False,999999777.20021
2,1000000000.00000,178.43858,222,1000000000.00000,False,-1,0,False,999999821.56142
2,1000000000.00000,112.79987,126,233.07297,False,-1,0,False,999999887.20013
2,1000000000.00000,178.61301,0,1000000000.00000,False,-1,0,False,999999821.38699
2,1000000000.00000,124.22374,8,1000000000.00000,False,-1,0,False,999999875.77626
2,1000000000.00000,178.60800,6,1000000000.00000,False,-1,0,False,999999821.39200
2,1000000000.00000,133.24524,195,1000000000.00000,False,-1,0,False,999999866.75476
2,1000000000.00000,108.43366,2,1000000000.00000,False,-1,0,False,999999891.56634
2,1000000000.00000,127.17187,195,1000000000.00000,False,-1,0,False,999999872.82813
2,1000000000.00000,157.92603,4,1000000000.00000,False,-1,0,False,999999842.07397
2,1000000000.00000,154.52730,158,1000000000.00000,False,-1,0,False,999999845.47270
2,194.07130,134.96767,0,1000000000.00000,False,-1,0,False,59.10364
2,1000000000.00000,162.14517,28,1000000000.00000,False,-1,0,False,999999837.85483
2,1000000000.00000,186.38147,29,1000000000.00000,False,-1,0,False,999999813.61853
2,1000000000.00000,225.70593,4,1000000000.00000,False,-1,0,False,999999774.29407
2,1000000000.00000,184.35318,21,297.69730,False,-1,0,False,999999815.64682
2,1000000000.00000,54.63514,1,1000000000.00000,False,-1,0,False,999999945.36486
2,1000000000.00000,133.23824,5,1000000000.00000,False,-1,0,False,999999866.76176
2,1000000000.00000,0.03500,4,1000000000.00000,True,4,1,False,999999999.96500
2,1000000000.00000,185.85590,79,254.66896,False,-1,0,False,999999814.14410
2,1000000000.00000,121.51923,3,1000000000.00000,False,-1,0,False,999999878.48077
2,1000000000.00000,184.43854,73,1000000000.00000,False,-1,0,False,999999815.56146
2,1000000000.00000,55.09719,5,1000000000.00000,False,-1,0,False,999999944.90281
2,1000000000.00000,142.92310,24,1000000000.00000,False,-1,0,False,999999857.07690
2,1000000000.00000,123.85538,20,1000000000.00000,False,-1,0,False,999999876.14462
2,1000000000.00000,147.52138,91,1000000000.00000,False,-1,0,False,999999852.47862
2,1000000000.00000,55.52518,0,1000000000.00000,False,-1,0,False,999999944.47482
2,1000000000.00000,171.51128,5,1000000000.00000,False,-1,0,False,999999828.48872
2,1000000000.00000,108.63971,29,1000000000.00000,False,-1,0,False,999999891.36029
2,1000000000.00000,1000000000.00000,-1,1000000000.00000,False,-1,0,False,0.00000
2,1000000000.00000,158.59731,181,1000000000.00000,False,-1,0,False,999999841.40269
2,1000000000.00000,193.80446,38,1000000000.00000,False,-1,0,False,999999806.19554
2,1000000000.00000,192.82048,242,1000000000.00000,False,-1,0,False,999999807.17952
2,1000000000.00000,124.72794,50,1000000000.00000,False,-1,0,False,999999875.27206
2,244.88931,177.55191,0,1000000000.00000,False,-1,0,False,67.33740
2,1000000000.00000,79.02309,0,1000000000.00000,False,-1,0,False,999999920.97691
2,1000000000.00000,151.84418,63,1000000000.00000,False,-1,0,False,999999848.15582
2,1000000000.00000,114.39066,2,1000000000.00000,False,-1,0,False,999999885.60934
2,1000000000.00000,200.47687,7,1000000000.00000,False,-1,0,False,999999799.52313
2,1000000000.00000,156.82512,1,1000000000.00000,False,-1,0,False,999999843.17488
2,1000000000.00000,92.51377,5,1000000000.00000,False,-1,0,False,999999907.48623
2,1000000000.00000,130.73177,55,1000000000.00000,False,-1,0,False,999999869.26823
2,711.82397,169.87292,78,1000000000.00000,False,-1,0,False,541.95105
2,1000000000.00000,114.60944,114,1000000000.00000,False,-1,0,False,999999885.39056
2,1000000000.00000,114.63944,34,1000000000.00000,False,-1,0,False,999999885.36056
2,743.48438,106.68700,0,1000000000.00000,False,-1,0,False,636.79737
2,1000000000.00000,198.99890,87,1000000000.00000,False,-1,0,False,999999801.00110
2,292.69577,108.72710,1,1000000000.00000,False,-1,0,False,183.96867
2,1000000000.00000,117.79983,114,1000000000.00000,False,-1,0,False,999999882.20017
2,1000000000.00000,114.23463,117,1000000000.00000,False,-1,0,False,999999885.76537
2,1000000000.00000,181.48967,122,1000000000.00000,False,-1,0,False,999999818.51033
2,1000000000.00000,191.58434,249,1000000000.00000,False,-1,0,False,999999808.41566
2,236.58893,134.13847,0,1000000000.00000,False,-1,0,False,102.45045
2,1000000000.00000,203.19765,17,1000000000.00000,False,-1,0,False,999999796.80235
2,1000000000.00000,0.03500,5,1000000000.00000,True,5,1,False,999999999.96500
2,1000000000.00000,125.13200,25,1000000000.00000,False,-1,0,False,999999874.86800
2,1000000000.00000,141.20514,90,1000000000.00000,False,-1,0,False,999999858.79486
2,247.12906,149.92107,1,1000000000.00000,False,-1,0,False,97.20799
2,1000000000.00000,191.93384,101,1000000000.00000,False,-1,0,False,999999808.06616
2,1000000000.00000,205.16724,11,1000000000.00000,False,-1,0,False,999999794.83276
2,1000000000.00000,118.08333,2,1000000000.00000,False,-1,0,False,999999881.91667
2,1000000000.00000,102.66048,2,1000000000.00000,False,-1,0,False,999999897.33952
2,1000000000.00000,124.48439,217,1000000000.00000,False,-1,0,False,999999875.51561
2,1000000000.00000,184.68132,56,1000000000.00000,False,-1,0,False,999999815.31868
2,1000000000.00000,114.61445,201,1000000000.00000,False,-1,0,False,999999885.38555
2,1000000000.00000,83.86816,50,1000000000.00000,False,-1,0,False,999999916.13184
2,1000000000.00000,54.64513,1,1000000000.00000,False,-1,0,False,999999945.35487
2,1000000000.00000,181.49966,140,1000000000.00000,False,-1,0,False,999999818.50034
2,1000000000.00000,112.79254,217,1000000000.00000,False,-1,0,False,999999887.20746
2,1000000000.00000,114.60351,76,1000000000.00000,False,-1,0,False,999999885.39649
2,1000000000.00000,117.93491,148,1000000000.00000,False,-1,0,False,999999882.06509
2,1000000000.00000,87.80806,15,1000000000.00000,False,-1,0,False,999999912.19194
2,1000000000.00000,114.60351,126,1000000000.00000,False,-1,0,False,999999885.39649
2,1000000000.00000,54.64513,13,1000000000.00000,False,-1,0,False,999999945.35487
2,1000000000.00000,114.59851,198,240.59288,False,-1,0,False,999999885.40149
2,1000000000.00000,134.82616,17,238.41212,False,-1,0,False,999999865.17384
2,1000000000.00000,78.96581,23,1000000000.00000,False,-1,0,False,999999921.03419
2,1000000000.00000,169.13342,85,1000000000.00000,False,-1,0,False,999999830.86658
2,1000000000.00000,158.49162,16,1000000000.00000,False,-1,0,False,999999841.50838
2,172.92754,131.98381,109,1000000000.00000,False,-1,0,False,40.94373
2,1000000000.00000,160.13214,146,1000000000.00000,False,-1,0,False,999999839.86786
2,1000000000.00000,200.35759,5,1000000000.00000,False,-1,0,False,999999799.64241
2,1000000000.00000,180.67149,36,228.95653,False,-1,0,False,999999819.32851
2,1000000000.00000,133.90028,8,1000000000.00000,False,-1,0,False,999999866.09972
2,1000000000.00000,121.57457,2,1000000000.00000,False,-1,0,False,999999878.42543
2,1000000000.00000,205.47447,50,1000000000.00000,False,-1,0,False,999999794.52553
2,1000000000.00000,72.55892,8,1000000000.00000,False,-1,0,False,999999927.44108
2,1000000000.00000,114.62945,89,1000000000.00000,False,-1,0,False,999999885.37055
2,1000000000.00000,191.57933,159,1000000000.00000,False,-1,0,False,999999808.42067
2,1000000000.00000,144.74626,153,1000000000.00000,False,-1,0,False,999999855.25374
2,1000000000.00000,181.48967,97,1000000000.00000,False,-1,0,False,999999818.51033
2,1000000000.00000,158.49155,2,1000000000.00000,False,-1,0,False,999999841.50845
2,1000000000.00000,155.67195,4,1000000000.00000,False,-1,0,False,999999844.32805
2,1000000000.00000,191.55934,9,1000000000.00000,False,-1,0,False,999999808.44066
2,1000000000.00000,131.10947,1,1000000000.00000,False,-1,0,False,999999868.89053
2,1000000000.00000,192.42253,237,1000000000.00000,False,-1,0,False,999999807.57747
2,1000000000.00000,124.51730,2,1000000000.00000,False,-1,0,False,999999875.48270
2,661.54608,154.63342,153,273.30164,False,-1,0,False,506.91266
2,1468.93628,150.27626,1,1000000000.00000,False,-1,0,False,1318.66002
2,1000000000.00000,191.55934,214,1000000000.00000,False,-1,0,False,999999808.44066
2,1000000000.00000,134.14348,1,237.49091,False,-1,0,False,999999865.85652
2,1000000000.00000,0.04000,4,1000000000.00000,True,4,1,False,999999999.96000
2,95.76581,75.31917,0,1000000000.00000,False,-1,0,False,20.44664
2,1000000000.00000,100.91660,80,1000000000.00000,False,-1,0,False,999999899.08340
2,1506.92407,127.91438,156,1000000000.00000,False,-1,0,False,1379.00970
2,1000000000.00000,99.20850,2,1000000000.00000,False,-1,0,False,999999900.79150
2,1000000000.00000,155.67195,15,1000000000.00000,False,-1,0,False,999999844.32805
2,1000000000.00000,191.55934,88,1000000000.00000,False,-1,0,False,999999808.44066
2,218.86462,99.20850,0,1000000000.00000,False,-1,0,False,119.65612
2,1000000000.00000,191.00890,148,1000000000.00000,False,-1,0,False,999999808.99110
2,1000000000.00000,157.93103,2,1000000000.00000,False,-1,0,False,999999842.06897
2,1000000000.00000,150.10307,87,1000000000.00000,False,-1,0,False,999999849.89693
2,1000000000.00000,114.61945,62,249.63736,False,-1,0,False,999999885.38055
2,1000000000.00000,191.55934,208,1000000000.00000,False,-1,0,False,999999808.44066
2,1000000000.00000,161.24339,21,1000000000.00000,False,-1,0,False,999999838.75661
2,1000000000.00000,169.16342,167,1000000000.00000,False,-1,0,False,999999830.83658
2,242.79831,131.67606,9,1000000000.00000,False,-1,0,False,111.12225
2,1000000000.00000,54.64014,6,1000000000.00000,False,-1,0,False,999999945.35986
2,1000000000.00000,102.49744,68,1000000000.00000,False,-1,0,False,999999897.50256
2,1000000000.00000,175.05650,32,1000000000.00000,False,-1,0,False,999999824.94350
2,1000000000.00000,114.60944,223,1000000000.00000,False,-1,0,False,999999885.39056
2,1000000000.00000,178.96916,17,1000000000.00000,False,-1,0,False,999999821.03084
2,1000000000.00000,209.00554,29,1000000000.00000,False,-1,0,False,999999790.99446
2,1000000000.00000,203.69608,215,1000000000.00000,False,-1,0,False,999999796.30392
2,1000000000.00000,191.58434,112,1000000000.00000,False,-1,0,False,999999808.41566
2,1000000000.00000,138.04955,8,1000000000.00000,False,-1,0,False,999999861.95045
2,225.52650,134.14348,4,1000000000.00000,False,-1,0,False,91.38303
2,1000000000.00000,79.02309,1,1000000000.00000,False,-1,0,False,999999920.97691
2,1000000000.00000,182.36967,12,237.67636,False,-1,0,False,999999817.63033
2,1000000000.00000,57.58068,2,1000000000.00000,False,-1,0,False,999999942.41932
2,1000000000.00000,191.58440,40,1000000000.00000,False,-1,0,False,999999808.41560
2,1000000000.00000,121.57458,83,1000000000.00000,False,-1,0,False,999999878.42542
2,1000000000.00000,54.64013,14,1000000000.00000,False,-1,0,False,999999945.35987
2,1000000000.00000,167.23875,55,1000000000.00000,False,-1,0,False,999999832.76125
2,1000000000.00000,0.03500,4,1000000000.00000,True,4,2,False,999999999.96500
2,1000000000.00000,219.62752,19,1000000000.00000,False,-1,0,False,999999780.37248
2,1000000000.00000,149.93672,220,1000000000.00000,False,-1,0,False,999999850.06328
2,1000000000.00000,100.00762,119,1000000000.00000,False,-1,0,False,999999899.99238
2,1000000000.00000,114.60944,107,1000000000.00000,False,-1,0,False,999999885.39056
2,240.99416,0.03500,6,1000000000.00000,True,6,1,False,240.95916
2,1000000000.00000,79.80261,195,1000000000.00000,False,-1,0,False,999999920.19739
2,1000000000.00000,114.61445,57,1000000000.00000,False,-1,0,False,999999885.38555
2,1000000000.00000,187.46010,200,1000000000.00000,False,-1,0,False,999999812.53990
2,1000000000.00000,92.51377,2,1000000000.00000,False,-1,0,False,999999907.48623
2,1000000000.00000,218.55641,24,1000000000.00000,False,-1,0,False,999999781.44359
2,1000000000.00000,152.84486,210,1000000000.00000,False,-1,0,False,999999847.15514
2,1000000000.00000,118.85608,74,1000000000.00000,False,-1,0,False,999999881.14392
2,1000000000.00000,79.01809,131,1000000000.00000,False,-1,0,False,999999920.98191
2,222.17091,94.32764,0,1000000000.00000,False,-1,0,False,127.84328
2,1000000000.00000,147.49138,13,1000000000.00000,False,-1,0,False,999999852.50862
2,196.17804,0.03500,0,1000000000.00000,True,0,1,False,196.14304
2,1000000000.00000,108.43366,1,238.44179,False,-1,0,False,999999891.56634
2,712.10529,61.29493,0,1000000000.00000,False,-1,0,False,650.81035
2,1000000000.00000,155.08226,5,1000000000.00000,False,-1,0,False,999999844.91774
2,1000000000.00000,181.83420,90,1000000000.00000,False,-1,0,False,999999818.16580
2,1000000000.00000,107.30476,2,231.59906,False,-1,0,False,999999892.69524
2,1000000000.00000,180.74261,25,1000000000.00000,False,-1,0,False,999999819.25739
2,1000000000.00000,54.64513,2,249.63745,False,-1,0,False,999999945.35487
2,1000000000.00000,191.56934,24,1000000000.00000,False,-1,0,False,999999808.43066
2,1000000000.00000,103.38874,6,1000000000.00000,False,-1,0,False,999999896.61126
2,147.50139,99.20850,1,1000000000.00000,False,-1,0,False,48.29288
2,263.98795,171.96851,144,1000000000.00000,False,-1,0,False,92.01944
2,1000000000.00000,138.99400,3,1000000000.00000,False,-1,0,False,999999861.00600
2,1000000000.00000,217.15446,136,1000000000.00000,False,-1,0,False,999999782.84554
2,1000000000.00000,114.31120,7,1000000000.00000,False,-1,0,False,999999885.68880
2,1000000000.00000,213.66028,93,1000000000.00000,False,-1,0,False,999999786.33972
2,1000000000.00000,0.04000,4,1000000000.00000,True,4,1,False,999999999.96000
2,1000000000.00000,114.63351,157,1000000000.00000,False,-1,0,False,999999885.36649
2,1000000000.00000,0.03500,2,1000000000.00000,True,2,1,False,999999999.96500
